building_name_id,building_id,name,name_type,sequence
CHI-CHI1850-054-N00,CHI-CHI1850-054,Clark Street bridge (1858 replacement),canonical,0
CHI-CHI1850-055-N00,CHI-CHI1850-055,Couch family mausoleum,canonical,0
CHI-CHI1850-055-N01,CHI-CHI1850-055,Couch Tomb,alternate,1
CHI-CHI1850-056-N00,CHI-CHI1850-056,Old University of Chicago south wing,canonical,0
CHI-CHI1850-056-N01,CHI-CHI1850-056,south wing of later Douglas Hall complex,alternate,1
CHI-CHI1850-057-N00,CHI-CHI1850-057,Orient House,canonical,0
CHI-CHI1850-058-N00,CHI-CHI1850-058,Wright's Hotel,canonical,0
CHI-CHI1850-059-N00,CHI-CHI1850-059,Rice's Theater (second),canonical,0
CHI-CHI1850-059-N01,CHI-CHI1850-059,Rice's New Theater,alternate,1
CHI-CHI1850-059-N02,CHI-CHI1850-059,Chicago Theater,alternate,2
CHI-CHI1850-060-N00,CHI-CHI1850-060,First German Theater,canonical,0
CHI-CHI1850-061-N00,CHI-CHI1850-061,North's National Amphitheater,canonical,0
CHI-CHI1850-061-N01,CHI-CHI1850-061,North's Amphitheater,alternate,1
CHI-CHI1850-062-N00,CHI-CHI1850-062,German Theater at Wells and Indiana Streets,canonical,0
CHI-CHI1850-063-N00,CHI-CHI1850-063,Hamilton House at Clark and North Water,canonical,0
CHI-CHI1850-063-N01,CHI-CHI1850-063,Washington House (original 1840 building),alternate,1
CHI-CHI1850-064-N00,CHI-CHI1850-064,First German Evangelical Lutheran Church at Polk and Edina,canonical,0
CHI-CHI1850-065-N00,CHI-CHI1850-065,Second German Evangelical Lutheran Church,canonical,0
CHI-CHI1850-066-N00,CHI-CHI1850-066,St. John's Episcopal Church (first building),canonical,0
CHI-CHI1850-067-N00,CHI-CHI1850-067,First German Methodist Episcopal Church on Clybourn Avenue,canonical,0
CHI-B1860-001-N00,CHI-B1860-001,Republican Wigwam,canonical,0
CHI-B1860-001-N01,CHI-B1860-001,The Wigwam,alternate,1
CHI-B1860-002-N00,CHI-B1860-002,Bryan Hall,canonical,0
CHI-B1860-002-N01,CHI-B1860-002,Later Hooley's Opera House,alternate,1
CHI-B1860-003-N00,CHI-B1860-003,Church of the Holy Family,canonical,0
CHI-B1860-003-N01,CHI-B1860-003,Holy Family Church,alternate,1
CHI-B1860-004-N00,CHI-B1860-004,Orrington Lunt & Brother grain elevator,canonical,0
CHI-B1860-004-N01,CHI-B1860-004,Lunt elevator,alternate,1
CHI-B1860-005-N00,CHI-B1860-005,Church of the Redeemer,canonical,0
CHI-B1860-005-N01,CHI-B1860-005,Second Universalist Church,alternate,1
CHI-B1860-006-N00,CHI-B1860-006,North Star Mission chapel,canonical,0
CHI-B1860-006-N01,CHI-B1860-006,Bremer Avenue Mission chapel,alternate,1
CHI-B1860-007-N00,CHI-B1860-007,Camp Douglas YMCA chapel,canonical,0
CHI-B1860-007-N01,CHI-B1860-007,First Camp Douglas chapel,alternate,1
CHI-B1860-008-N00,CHI-B1860-008,Camp Douglas barracks and prison complex,canonical,0
CHI-B1860-008-N01,CHI-B1860-008,Camp Douglas,alternate,1
CHI-B1860-009-N00,CHI-B1860-009,Haven School,canonical,0
CHI-B1860-009-N01,CHI-B1860-009,Luther Haven School,alternate,1
CHI-B1860-010-N00,CHI-B1860-010,Kinzie School branch,canonical,0
CHI-B1860-010-N01,CHI-B1860-010,Kinzie branch building,alternate,1
CHI-B1860-011-N00,CHI-B1860-011,Scammon School branch,canonical,0
CHI-B1860-011-N01,CHI-B1860-011,Scammon four-room branch,alternate,1
CHI-B1860-012-N00,CHI-B1860-012,St. Joseph's Catholic Church,canonical,0
CHI-B1860-012-N01,CHI-B1860-012,St. Joseph Church,alternate,1
CHI-B1860-013-N00,CHI-B1860-013,Indiana Avenue Baptist Church,canonical,0
CHI-B1860-013-N01,CHI-B1860-013,Indiana-avenue Baptist,alternate,1
CHI-B1860-014-N00,CHI-B1860-014,First Unitarian Church,canonical,0
CHI-B1860-014-N01,CHI-B1860-014,Wabash Avenue Unitarian Church,alternate,1
CHI-B1860-015-N00,CHI-B1860-015,Noble-Seymour-Crippen House 1863 addition,canonical,0
CHI-B1860-015-N01,CHI-B1860-015,Thomas Seymour Italianate addition,alternate,1
CHI-B1860-016-N00,CHI-B1860-016,Rosehill Cemetery Entrance,canonical,0
CHI-B1860-016-N01,CHI-B1860-016,Rosehill Gatehouse,alternate,1
CHI-B1860-017-N00,CHI-B1860-017,Soldiers' Rest,canonical,0
CHI-B1860-017-N01,CHI-B1860-017,Chicago Soldiers' Rest,alternate,1
CHI-B1860-018-N00,CHI-B1860-018,Chicago Soldiers' Home,canonical,0
CHI-B1860-018-N01,CHI-B1860-018,Permanent Soldiers' Home,alternate,1
CHI-B1860-019-N00,CHI-B1860-019,Holy Family boys' school,canonical,0
CHI-B1860-019-N01,CHI-B1860-019,Holy Family parochial school,alternate,1
CHI-B1860-020-N00,CHI-B1860-020,Grace Methodist Episcopal Church complex,canonical,0
CHI-B1860-020-N01,CHI-B1860-020,Grace M.E. chapel and main church,alternate,1
CHI-B1860-021-N00,CHI-B1860-021,Trinity Methodist Episcopal Church,canonical,0
CHI-B1860-021-N01,CHI-B1860-021,Indiana Avenue Trinity M.E. Church,alternate,1
CHI-B1860-022-N00,CHI-B1860-022,Chamber of Commerce Building,canonical,0
CHI-B1860-022-N01,CHI-B1860-022,Chicago Board of Trade Chamber of Commerce,alternate,1
CHI-B1860-023-N00,CHI-B1860-023,Union Stock Yard original complex,canonical,0
CHI-B1860-023-N01,CHI-B1860-023,Union Stock Yards,alternate,1
CHI-B1860-024-N00,CHI-B1860-024,Crosby's Opera House,canonical,0
CHI-B1860-024-N01,CHI-B1860-024,Crosby Opera House and Art Building,alternate,1
CHI-B1860-025-N00,CHI-B1860-025,Eighth Presbyterian Church,canonical,0
CHI-B1860-025-N01,CHI-B1860-025,Washington and Robey Presbyterian Church,alternate,1
CHI-B1860-026-N00,CHI-B1860-026,Park Avenue Methodist Episcopal Church,canonical,0
CHI-B1860-026-N01,CHI-B1860-026,Park-avenue M.E. Church,alternate,1
CHI-B1860-027-N00,CHI-B1860-027,New England Congregational Church,canonical,0
CHI-B1860-027-N01,CHI-B1860-027,New England Church,alternate,1
CHI-B1860-028-N00,CHI-B1860-028,Plymouth Congregational Church,canonical,0
CHI-B1860-028-N01,CHI-B1860-028,Plymouth Church,alternate,1
CHI-B1860-029-N00,CHI-B1860-029,Illinois River Elevator,canonical,0
CHI-B1860-029-N01,CHI-B1860-029,Finley and Ballard elevator,alternate,1
CHI-B1860-030-N00,CHI-B1860-030,Barnes House,canonical,0
CHI-B1860-030-N01,CHI-B1860-030,Barnes Hotel,alternate,1
CHI-B1860-031-N00,CHI-B1860-031,Wells School,canonical,0
CHI-B1860-031-N01,CHI-B1860-031,William H. Wells School,alternate,1
CHI-B1860-032-N00,CHI-B1860-032,Cottage Grove School,canonical,0
CHI-B1860-032-N01,CHI-B1860-032,South Chicago/Cottage Grove School,alternate,1
CHI-B1860-033-N00,CHI-B1860-033,Two-mile lake tunnel and intake crib,canonical,0
CHI-B1860-033-N01,CHI-B1860-033,Chicago lake tunnel,alternate,1
CHI-B1860-033-N02,CHI-B1860-033,Two-Mile Crib,alternate,2
CHI-B1860-034-N00,CHI-B1860-034,First Farwell Hall,canonical,0
CHI-B1860-034-N01,CHI-B1860-034,YMCA Farwell Hall I,alternate,1
CHI-B1860-035-N00,CHI-B1860-035,Dore School,canonical,0
CHI-B1860-035-N01,CHI-B1860-035,John C. Dore School,alternate,1
CHI-B1860-036-N00,CHI-B1860-036,Walsh Street Primary School,canonical,0
CHI-B1860-036-N01,CHI-B1860-036,Walsh School,alternate,1
CHI-B1860-037-N00,CHI-B1860-037,Pearson Street Primary School,canonical,0
CHI-B1860-037-N01,CHI-B1860-037,Pearson School,alternate,1
CHI-B1860-038-N00,CHI-B1860-038,National Elevator,canonical,0
CHI-B1860-038-N01,CHI-B1860-038,"Vincent, Nelson & Co. elevator",alternate,1
CHI-B1860-039-N00,CHI-B1860-039,Jews' Hospital,canonical,0
CHI-B1860-039-N01,CHI-B1860-039,Jewish Hospital,alternate,1
CHI-B1860-040-N00,CHI-B1860-040,Chicago Avenue waterworks machine shop,canonical,0
CHI-B1860-040-N01,CHI-B1860-040,Waterworks machine shop,alternate,1
CHI-B1860-041-N00,CHI-B1860-041,Elm Street Primary School,canonical,0
CHI-B1860-041-N01,CHI-B1860-041,Elm School,alternate,1
CHI-B1860-042-N00,CHI-B1860-042,Holden School,canonical,0
CHI-B1860-042-N01,CHI-B1860-042,Charles N. Holden School,alternate,1
CHI-B1860-043-N00,CHI-B1860-043,Hayes School,canonical,0
CHI-B1860-043-N01,CHI-B1860-043,Samuel S. Hayes School,alternate,1
CHI-B1860-044-N00,CHI-B1860-044,Carpenter School,canonical,0
CHI-B1860-044-N01,CHI-B1860-044,Philo Carpenter School,alternate,1
CHI-B1860-045-N00,CHI-B1860-045,Wentworth Avenue Primary School,canonical,0
CHI-B1860-045-N01,CHI-B1860-045,Wentworth Primary,alternate,1
CHI-B1860-046-N00,CHI-B1860-046,Chicago Water Tower,canonical,0
CHI-B1860-046-N01,CHI-B1860-046,Old Chicago Water Tower,alternate,1
CHI-B1860-047-N00,CHI-B1860-047,Chicago Avenue Pumping Station,canonical,0
CHI-B1860-047-N01,CHI-B1860-047,Old Chicago Pumping Station,alternate,1
CHI-B1860-048-N00,CHI-B1860-048,New Franklin School,canonical,0
CHI-B1860-048-N01,CHI-B1860-048,Franklin School of 1869,alternate,1
CHI-B1860-049-N00,CHI-B1860-049,Second Farwell Hall,canonical,0
CHI-B1860-049-N01,CHI-B1860-049,YMCA Farwell Hall II,alternate,1
CHI-B1860-050-N00,CHI-B1860-050,Abraham Groesbeck House,canonical,0
CHI-B1860-050-N01,CHI-B1860-050,Groesbeck House,alternate,1
CHI-B1860-051-N00,CHI-B1860-051,Chicago Tribune Building of 1869,canonical,0
CHI-B1860-051-N01,CHI-B1860-051,Pre-fire Tribune Building,alternate,1
CHI-B1860-052-N00,CHI-B1860-052,Carpenter Chapel,canonical,0
CHI-B1860-052-N01,CHI-B1860-052,Chicago Theological Seminary chapel,alternate,1
CHI-B1860-053-N00,CHI-B1860-053,St. Ignatius College main building,canonical,0
CHI-B1860-053-N01,CHI-B1860-053,St. Ignatius College Prep Building,alternate,1
CHI-B1860-054-N00,CHI-B1860-054,Mercy Hospital central building and south wing,canonical,0
CHI-B1860-054-N01,CHI-B1860-054,Mercy Hospital 1869 additions,alternate,1
CHI-B1860-055-N00,CHI-B1860-055,New U.S. Marine Hospital,canonical,0
CHI-B1860-055-N01,CHI-B1860-055,Lake View Marine Hospital,alternate,1
CHI-B1860-056-N00,CHI-B1860-056,St. John's Catholic School,canonical,0
CHI-B1860-056-N01,CHI-B1860-056,Second St. John's schoolhouse,alternate,1
CHI-B1860-057-N00,CHI-B1860-057,South Congregational Church,canonical,0
CHI-B1860-057-N01,CHI-B1860-057,Indiana Avenue South Congregational,alternate,1
CHI-B1860-058-N00,CHI-B1860-058,First Congregational Church of 1870,canonical,0
CHI-B1860-058-N01,CHI-B1860-058,Washington and Ann Street church,alternate,1
CHI-B1860-059-N00,CHI-B1860-059,St. Michael's Catholic Church,canonical,0
CHI-B1860-059-N01,CHI-B1860-059,St. Michael in Old Town,alternate,1
CHI-B1860-060-N00,CHI-B1860-060,Chicago waterworks pump well and 1867 engine foundations,canonical,0
CHI-B1860-060-N01,CHI-B1860-060,Chicago Avenue pump well,alternate,1
CHI-CHI1870-001-N00,CHI-CHI1870-001,Michigan Avenue Hotel,canonical,0
CHI-CHI1870-002-N00,CHI-CHI1870-002,Palmer House I,canonical,0
CHI-CHI1870-002-N01,CHI-CHI1870-002,Palmer House,alternate,1
CHI-CHI1870-002-N02,CHI-CHI1870-002,first Palmer House,alternate,2
CHI-CHI1870-003-N00,CHI-CHI1870-003,Grand Pacific Hotel I,canonical,0
CHI-CHI1870-003-N01,CHI-CHI1870-003,Pacific Hotel,alternate,1
CHI-CHI1870-004-N00,CHI-CHI1870-004,Bigelow House,canonical,0
CHI-CHI1870-004-N01,CHI-CHI1870-004,Bigelow Hotel,alternate,1
CHI-CHI1870-005-N00,CHI-CHI1870-005,Palmer House II construction,canonical,0
CHI-CHI1870-005-N01,CHI-CHI1870-005,new Palmer House foundations,alternate,1
CHI-CHI1870-006-N00,CHI-CHI1870-006,Drake Block,canonical,0
CHI-CHI1870-007-N00,CHI-CHI1870-007,Parmelee Omnibus and Stage Company stable,canonical,0
CHI-CHI1870-007-N01,CHI-CHI1870-007,Parmelee stable,alternate,1
CHI-CHI1870-007-N02,CHI-CHI1870-007,Parmelee barns,alternate,2
CHI-CHI1870-008-N00,CHI-CHI1870-008,Lincoln School,canonical,0
CHI-CHI1870-009-N00,CHI-CHI1870-009,Douglas School,canonical,0
CHI-CHI1870-010-N00,CHI-CHI1870-010,LaSalle Street Tunnel,canonical,0
CHI-CHI1870-011-N00,CHI-CHI1870-011,Halsted and Sixteenth streets viaduct,canonical,0
CHI-CHI1870-012-N00,CHI-CHI1870-012,West Indiana Street viaduct,canonical,0
CHI-CHI1870-013-N00,CHI-CHI1870-013,West Adams Street viaduct,canonical,0
CHI-CHI1870-014-N00,CHI-CHI1870-014,Chicago City Hall and Cook County Court House enlargement,canonical,0
CHI-CHI1870-014-N01,CHI-CHI1870-014,Court House,alternate,1
CHI-CHI1870-014-N02,CHI-CHI1870-014,City Hall,alternate,2
CHI-CHI1870-015-N00,CHI-CHI1870-015,Division Street water-main tunnel,canonical,0
CHI-CHI1870-016-N00,CHI-CHI1870-016,Chicago Avenue water-main tunnel,canonical,0
CHI-CHI1870-017-N00,CHI-CHI1870-017,Adams Street water-main tunnel,canonical,0
CHI-CHI1870-018-N00,CHI-CHI1870-018,Archer Avenue water-main tunnel,canonical,0
CHI-CHI1870-019-N00,CHI-CHI1870-019,Chicago outer-harbor breakwater 1870 segment,canonical,0
CHI-CHI1870-020-N00,CHI-CHI1870-020,West Side Masonic Temple,canonical,0
CHI-CHI1870-021-N00,CHI-CHI1870-021,Chicago Nursery and Half-Orphan Asylum permanent home,canonical,0
CHI-CHI1870-021-N01,CHI-CHI1870-021,Nursery and Half-Orphan Asylum,alternate,1
CHI-CHI1870-022-N00,CHI-CHI1870-022,North-Western Manufacturing Company four-story works addition,canonical,0
CHI-CHI1870-022-N01,CHI-CHI1870-022,R. T. Crane works,alternate,1
CHI-CHI1870-023-N00,CHI-CHI1870-023,Church of the Immaculate Conception 1871 alteration,canonical,0
CHI-CHI1870-023-N01,CHI-CHI1870-023,Immaculate Conception Church steeple,alternate,1
CHI-CHI1870-024-N00,CHI-CHI1870-024,Mariners' Chapel auditorium,canonical,0
CHI-CHI1870-024-N01,CHI-CHI1870-024,Mariner's Church,alternate,1
CHI-CHI1870-024-N02,CHI-CHI1870-024,Seamen's Bethel,alternate,2
CHI-CHI1870-025-N00,CHI-CHI1870-025,First Congregational Church,canonical,0
CHI-CHI1870-025-N01,CHI-CHI1870-025,West Washington Street Congregational Church,alternate,1
CHI-CHI1870-026-N00,CHI-CHI1870-026,Union Park Congregational Church,canonical,0
CHI-CHI1870-026-N01,CHI-CHI1870-026,First Baptist Congregational Church,alternate,1
CHI-CHI1870-027-N00,CHI-CHI1870-027,University-place Baptist Church chapel,canonical,0
CHI-CHI1870-028-N00,CHI-CHI1870-028,Michigan-avenue Baptist Church,canonical,0
CHI-CHI1870-028-N01,CHI-CHI1870-028,Wabash-avenue Baptist Church new edifice,alternate,1
CHI-CHI1870-029-N00,CHI-CHI1870-029,Indiana-avenue Methodist Episcopal Church new building,canonical,0
CHI-CHI1870-030-N00,CHI-CHI1870-030,Oakland Methodist Episcopal Church,canonical,0
CHI-CHI1870-030-N01,CHI-CHI1870-030,Langley-avenue Methodist Episcopal Church,alternate,1
CHI-CHI1870-031-N00,CHI-CHI1870-031,St. Patrick's Church 1871 raising and basement,canonical,0
CHI-CHI1870-031-N01,CHI-CHI1870-031,St. Patrick's Church alteration,alternate,1
CHI-CHI1870-032-N00,CHI-CHI1870-032,Chicago Medical College,canonical,0
CHI-CHI1870-032-N01,CHI-CHI1870-032,Northwestern University medical department,alternate,1
CHI-CHI1870-033-N00,CHI-CHI1870-033,St. Ignatius College,canonical,0
CHI-CHI1870-034-N00,CHI-CHI1870-034,Our Savior's Norwegian Evangelical Lutheran Church new building,canonical,0
CHI-CHI1870-035-N00,CHI-CHI1870-035,Third Presbyterian Church chapel,canonical,0
CHI-CHI1870-036-N00,CHI-CHI1870-036,Raber House,canonical,0
CHI-CHI1870-037-N00,CHI-CHI1870-037,Wheeler-Kohn House,canonical,0
CHI-CHI1870-038-N00,CHI-CHI1870-038,Hitchcock House,canonical,0
CHI-CHI1870-039-N00,CHI-CHI1870-039,Hampton and Marion Story Rowhouse,canonical,0
CHI-CHI1870-039-N01,CHI-CHI1870-039,Story House,alternate,1
CHI-CHI1870-039-N02,CHI-CHI1870-039,one of the Story-Camp Rowhouses,alternate,2
CHI-CHI1870-040-N00,CHI-CHI1870-040,Isaac and Flora Camp Rowhouse,canonical,0
CHI-CHI1870-040-N01,CHI-CHI1870-040,Camp House,alternate,1
CHI-CHI1870-040-N02,CHI-CHI1870-040,one of the Story-Camp Rowhouses,alternate,2
CHI-CHI1870-041-N00,CHI-CHI1870-041,Swedish Club of Chicago building,canonical,0
CHI-PRE1830-001-N00,CHI-PRE1830-001,Marquette-Jolliet winter shelter,canonical,0
CHI-PRE1830-001-N01,CHI-PRE1830-001,Marquette winter cabin,alternate,1
CHI-PRE1830-001-N02,CHI-PRE1830-001,1674-75 winter camp shelter,alternate,2
CHI-PRE1830-002-N00,CHI-PRE1830-002,Jean Baptiste Point du Sable main house,canonical,0
CHI-PRE1830-002-N01,CHI-PRE1830-002,du Sable house,alternate,1
CHI-PRE1830-002-N02,CHI-PRE1830-002,Le Mai house,alternate,2
CHI-PRE1830-002-N03,CHI-PRE1830-002,Kinzie house,alternate,3
CHI-PRE1830-003-N00,CHI-PRE1830-003,Du Sable homestead barn 1,canonical,0
CHI-PRE1830-004-N00,CHI-PRE1830-004,Du Sable homestead barn 2,canonical,0
CHI-PRE1830-005-N00,CHI-PRE1830-005,Du Sable homestead horse mill,canonical,0
CHI-PRE1830-006-N00,CHI-PRE1830-006,Du Sable homestead bakehouse,canonical,0
CHI-PRE1830-007-N00,CHI-PRE1830-007,Du Sable homestead workshop,canonical,0
CHI-PRE1830-008-N00,CHI-PRE1830-008,Du Sable homestead dairy,canonical,0
CHI-PRE1830-009-N00,CHI-PRE1830-009,Du Sable homestead poultry house,canonical,0
CHI-PRE1830-010-N00,CHI-PRE1830-010,Du Sable homestead smokehouse,canonical,0
CHI-PRE1830-011-N00,CHI-PRE1830-011,Unidentified tenth Du Sable compound building,canonical,0
CHI-PRE1830-012-N00,CHI-PRE1830-012,Antoine Ouilmette cabin,canonical,0
CHI-PRE1830-013-N00,CHI-PRE1830-013,Guillaume Pettell cabin,canonical,0
CHI-PRE1830-013-N01,CHI-PRE1830-013,Pettell trading hut,alternate,1
CHI-PRE1830-014-N00,CHI-PRE1830-014,William Burnett trading house,canonical,0
CHI-PRE1830-014-N01,CHI-PRE1830-014,Burnett cabin,alternate,1
CHI-PRE1830-015-N00,CHI-PRE1830-015,Fort Dearborn I,canonical,0
CHI-PRE1830-015-N01,CHI-PRE1830-015,first Fort Dearborn,alternate,1
CHI-PRE1830-016-N00,CHI-PRE1830-016,United States Factory I,canonical,0
CHI-PRE1830-016-N01,CHI-PRE1830-016,Fort Dearborn Indian factory,alternate,1
CHI-PRE1830-016-N02,CHI-PRE1830-016,federal trading house,alternate,2
CHI-PRE1830-017-N00,CHI-PRE1830-017,Lee house near Fort Dearborn,canonical,0
CHI-PRE1830-017-N01,CHI-PRE1830-017,Jean Baptiste Beaubien house after sale,alternate,1
CHI-PRE1830-018-N00,CHI-PRE1830-018,Lee farm cabin,canonical,0
CHI-PRE1830-018-N01,CHI-PRE1830-018,Hardscrabble trading cabin,alternate,1
CHI-PRE1830-018-N02,CHI-PRE1830-018,John Crafts trading house,alternate,2
CHI-PRE1830-019-N00,CHI-PRE1830-019,Burns house,canonical,0
CHI-PRE1830-019-N01,CHI-PRE1830-019,Jouett house after 1817,alternate,1
CHI-PRE1830-020-N00,CHI-PRE1830-020,Fort Dearborn II,canonical,0
CHI-PRE1830-020-N01,CHI-PRE1830-020,second Fort Dearborn,alternate,1
CHI-PRE1830-021-N00,CHI-PRE1830-021,United States Factory II,canonical,0
CHI-PRE1830-021-N01,CHI-PRE1830-021,rebuilt federal Indian factory,alternate,1
CHI-PRE1830-022-N00,CHI-PRE1830-022,Dean house,canonical,0
CHI-PRE1830-022-N01,CHI-PRE1830-022,army contractor Dean house,alternate,1
CHI-PRE1830-022-N02,CHI-PRE1830-022,Beaubien house after 1817,alternate,2
CHI-PRE1830-023-N00,CHI-PRE1830-023,American Fur Company trading house,canonical,0
CHI-PRE1830-023-N01,CHI-PRE1830-023,Beaubien trading house,alternate,1
CHI-PRE1830-024-N00,CHI-PRE1830-024,Wolcott government agency house,canonical,0
CHI-PRE1830-024-N01,CHI-PRE1830-024,Indian agency house,alternate,1
CHI-PRE1830-024-N02,CHI-PRE1830-024,Alexander Wolcott residence,alternate,2
CHI-PRE1830-025-N00,CHI-PRE1830-025,Beaubien cabin,canonical,0
CHI-PRE1830-026-N00,CHI-PRE1830-026,McKee-Porthier blacksmith shop,canonical,0
CHI-PRE1830-027-N00,CHI-PRE1830-027,James Kinzie-David Hall store cabin,canonical,0
CHI-PRE1830-028-N00,CHI-PRE1830-028,Laframboise-occupied Hardscrabble cabin group,canonical,0
CHI-PRE1830-029-N00,CHI-PRE1830-029,Wallace Hardscrabble cabin,canonical,0
CHI-PRE1830-030-N00,CHI-PRE1830-030,Bernadus H. Laughton Hardscrabble cabin,canonical,0
CHI-PRE1830-030-N01,CHI-PRE1830-030,Lawton cabin,alternate,1
CHI-PRE1830-031-N00,CHI-PRE1830-031,Chief Robinson-Galloway Hardscrabble cabin,canonical,0
CHI-PRE1830-031-N01,CHI-PRE1830-031,Alexander Robinson cabin,alternate,1
CHI-PRE1830-032-N00,CHI-PRE1830-032,Miller House,canonical,0
CHI-PRE1830-032-N01,CHI-PRE1830-032,Miller's Tavern,alternate,1
CHI-PRE1830-033-N00,CHI-PRE1830-033,Wolf Tavern,canonical,0
CHI-PRE1830-033-N01,CHI-PRE1830-033,Caldwell-Kinzie house,alternate,1
CHI-PRE1830-033-N02,CHI-PRE1830-033,Wentworth tavern,alternate,2
CHI-PRE1830-034-N00,CHI-PRE1830-034,Beaubien shanty warehouse,canonical,0
CHI-PRE1830-035-N00,CHI-PRE1830-035,Bridges house,canonical,0
CHI-PRE1830-036-N00,CHI-PRE1830-036,Joseph Porthier residence,canonical,0
CHI-PRE1830-037-N00,CHI-PRE1830-037,Clybourne North Branch cabin 1,canonical,0
CHI-PRE1830-038-N00,CHI-PRE1830-038,Clybourne North Branch cabin 2,canonical,0
CHI-PRE1830-039-N00,CHI-PRE1830-039,Unidentified Hardscrabble cabin,canonical,0
CHI-PRE1830-040-N00,CHI-PRE1830-040,Billy Caldwell government frame house,canonical,0
