source_key,title,author,publisher,publication_date,url,source_type,reliability_tier,locator,accessed_at,rights_notes,notes
NEWBERRY_MAP1830,Map of Chicago in 1830,A. T. Andreas,Newberry Library Digital Collections,1884,https://collections.newberry.org/archive/-2KXJ8ZSSRP29B.html,digitized historical map,1,entire item,2026-08-03,No Copyright - United States; Newberry open-access item; credit repository,"High-resolution geospatial/media candidate showing shoreline, river, trails, buildings, and land claims as reconstructed in 1884."
NOR1844,General Directory and Business Advertiser of the City of Chicago for the Year 1844,J. W. Norris,Ellis & Fergus,1844,https://archive.org/details/generaldirectory1844norr,directory,A,directory and contemporary building summary,2026-08-03,Public domain,"Contemporary city directory; useful for occupancy and address corroboration, though not a permit inventory."
NOR1846,Norris' Chicago Business Directory for 1846,J. W. Norris,J. W. Norris,1846,https://archive.org/details/norrisbusinessdi01norr,directory,A,"printed pp. 5-9, 26, 29-32",2026-08-03,Public domain,"Contemporary aggregate evidence: reports 711 buildings erected in the preceding year, two large two-story brick public schools, two colleges, and 32 large brick business blocks."
NPSORIGSUBDIV,Map of Chicago Showing Original Subdivisions 1830-43,National Register of Historic Places documentation,National Park Service,,https://npgallery.nps.gov/GetAsset/41508ccc-7577-4233-b32c-bc2fae896028,map_in_report,B,map titled Map of Chicago Showing Original Subdivisions 1830-43,2026-08-03,U.S. federal-government report generally public domain; verify any credited inset,"""Candidate base for reconstructing early plats and land growth; use the report map only after checking its credit line."""
NPS_DUSABLE_NHL,Jean Baptiste Point Du Sable Homesite National Historic Landmark nomination,National Park Service,National Park Service,1976,https://npgallery.nps.gov/GetAsset/cb1c7799-41ba-4b49-8868-b936682c9520/,designation_record,1,PDF pp. 4-6; property inventory and historic narrative,2026-08-03,Federal record; reuse subject to item-specific materials,Primary authoritative source for the compound inventory; the site no longer retains the structures.
UCHIMAPS,Mapping Chicagoland Collection,University of Chicago Library,University of Chicago Library,,https://www.lib.uchicago.edu/collex/collections/mapping-chicagoland-collection/,map_collection,B,collection overview and linked digitized maps,2026-08-03,Item-level rights vary,Candidate repository for future map layers and historical cartographic control.
UCHI_OLDU,A City Builds a University,University of Chicago Library,University of Chicago,,https://www.lib.uchicago.edu/collex/exhibits/university-chicago-centennial-catalogues/university-and-city-centennial-view-university-chicago/city-builds-university/,institutional_history,1,Old University campus; south wing completed 1859,2026-08-03,Text citation permitted; check individual image metadata before reuse.,Clarifies that only the south wing was complete for 1859 classes; the main Douglas Hall mass followed by 1864.
UCHI_PHOTO,Old University of Chicago photographic archive record,University of Chicago Library,University of Chicago,,https://photoarchive.lib.uchicago.edu/db.xqy?one=apf2-05352.xml,archive_image_record,1,APF2-05352,2026-08-03,Rights depend on item record; use link/metadata unless explicit download permission is confirmed.,Media candidate showing the Old University; catalog notes the main building was later named Douglas Hall.
WIKI_STORYCAMP,Story-Camp Rowhouses,Wikipedia contributors,Wikimedia Foundation,,https://en.wikipedia.org/wiki/Story-Camp_Rowhouses,secondary-summary,3,infobox and description,2026-08-03,CC BY-SA text; linked nomination should replace this interim citation,"Interim lead for 1870 date, developers, and first owners; flagged for nomination-level verification."
WIKI_SWEDISHCLUB,Swedish Club of Chicago,Wikipedia contributors,Wikimedia Foundation,,https://en.wikipedia.org/wiki/Swedish_Club_of_Chicago,secondary-summary,3,infobox and description,2026-08-03,CC BY-SA text; Wikimedia image rights are item-specific,Interim lead for 1870 date; official register index confirms property identity but not the build year.
WMC1849MAP,1849 Rees & Rucker Map of Chicago and Vicinity,Rees & Rucker; William Clogher,Wikimedia Commons (scan sourced to Chicago Historical Society),1849,https://commons.wikimedia.org/wiki/File:1849_Rees_%26_Rucker_Map_of_Chicago_and_Vicinity.jpg,map_image,A,"file page; 4,973 x 6,601 pixel scan",2026-08-03,Public domain,High-resolution georeferencing/media candidate. Verify the Commons file page and embedded source metadata at ingest.
DRLOIH_WOLF_POINT_2018,"The Beginning of Wolf Point in Chicago, including the history of the Wolf Point Tavern",Neil Gale,Digital Research Library of Illinois History Journal,2018-11-09,https://drloihjournal.blogspot.com/2018/11/wolf-point-beginnings-in-chicago-illinois.html,secondary-summary,3,"Wolf Tavern, Miller House, Sauganash Hotel, and Green Tree Tavern paragraphs and image captions",2026-08-03,"Text and modern images may be copyrighted; item-level rights must be traced before reuse.",Research and visual-discovery lead only. Embedded Blogger images were not treated as archival provenance; the unlicensed George Yelich painting was excluded.
