assertion_id,building_id,field_name,asserted_value,source_keys,confidence,needs_review,research_note
CHI-CHI1840-030-A03,CHI-CHI1840-030,historical_address,"northeast quarter of block bounded by Chicago, Rush, Superior, and State streets",AND1884V1;NOR1846,medium,true,"Detailed chronology says foundations began October 17, 1845, the building was under roof November 22, and it opened July 4, apparently 1846, at a cost of $12,000. Another Andreas passage says completion in June 1845, creating an internal conflict. Fire fate is strongly indicated but should be checked against diocesan records. Andreas printed pp. 293 and 466-467; Norris 1846 pp. 29-32 corroborates the institution."
CHI-CHI1840-030-A04,CHI-CHI1840-030,year_demolished,1871,AND1884V1;NOR1846,medium,true,"Detailed chronology says foundations began October 17, 1845, the building was under roof November 22, and it opened July 4, apparently 1846, at a cost of $12,000. Another Andreas passage says completion in June 1845, creating an internal conflict. Fire fate is strongly indicated but should be checked against diocesan records. Andreas printed pp. 293 and 466-467; Norris 1846 pp. 29-32 corroborates the institution."
CHI-CHI1840-030-A05,CHI-CHI1840-030,fire_fate_1871,probably destroyed,AND1884V1;NOR1846,medium,true,"Detailed chronology says foundations began October 17, 1845, the building was under roof November 22, and it opened July 4, apparently 1846, at a cost of $12,000. Another Andreas passage says completion in June 1845, creating an internal conflict. Fire fate is strongly indicated but should be checked against diocesan records. Andreas printed pp. 293 and 466-467; Norris 1846 pp. 29-32 corroborates the institution."
CHI-CHI1840-031-A01,CHI-CHI1840-031,existence_and_identity,Second North Side smallpox hospital,AND1884V1,high,true,Erected on the same site after the 1843 hospital burned early in 1845. Later fate is not stated in the cited passage. Andreas printed p. 597.
CHI-CHI1840-031-A02,CHI-CHI1840-031,year_completed,1845,AND1884V1,high,true,Erected on the same site after the 1843 hospital burned early in 1845. Later fate is not stated in the cited passage. Andreas printed p. 597.
CHI-CHI1840-031-A03,CHI-CHI1840-031,historical_address,north of present North Avenue near the lake,AND1884V1,high,true,Erected on the same site after the 1843 hospital burned early in 1845. Later fate is not stated in the cited passage. Andreas printed p. 597.
CHI-CHI1840-031-A04,CHI-CHI1840-031,fire_fate_1871,uncertain,AND1884V1,high,true,Erected on the same site after the 1843 hospital burned early in 1845. Later fate is not stated in the cited passage. Andreas printed p. 597.
CHI-CHI1840-032-A01,CHI-CHI1840-032,existence_and_identity,Canal Street Methodist Episcopal Church first building,AND1884V1,medium,true,"The congregation organized in 1843 and its first building was a low 30-by-60-foot frame seating about 300 and costing $1,400. It was sold and converted to a furniture factory in 1853. Andreas printed pp. 327-328."
CHI-CHI1840-032-A02,CHI-CHI1840-032,year_completed,1843,AND1884V1,medium,true,"The congregation organized in 1843 and its first building was a low 30-by-60-foot frame seating about 300 and costing $1,400. It was sold and converted to a furniture factory in 1853. Andreas printed pp. 327-328."
CHI-CHI1840-032-A03,CHI-CHI1840-032,historical_address,west side Canal Street south of Randolph Street,AND1884V1,medium,true,"The congregation organized in 1843 and its first building was a low 30-by-60-foot frame seating about 300 and costing $1,400. It was sold and converted to a furniture factory in 1853. Andreas printed pp. 327-328."
CHI-CHI1840-032-A04,CHI-CHI1840-032,fire_fate_1871,not present,AND1884V1,medium,true,"The congregation organized in 1843 and its first building was a low 30-by-60-foot frame seating about 300 and costing $1,400. It was sold and converted to a furniture factory in 1853. Andreas printed pp. 327-328."
CHI-CHI1840-033-A01,CHI-CHI1840-033,existence_and_identity,First German Evangelical congregation church at LaSalle and Ohio,AND1884V1,medium,true,The congregation began in 1843 and erected this building; H. Rothget and John E. Strobbach enlarged it in 1847. It remained with the United Evangelical group after the 1848 split and was replaced by a brick church in 1854-55. Andreas printed pp. 350-351.
CHI-CHI1840-033-A02,CHI-CHI1840-033,year_completed,1843,AND1884V1,medium,true,The congregation began in 1843 and erected this building; H. Rothget and John E. Strobbach enlarged it in 1847. It remained with the United Evangelical group after the 1848 split and was replaced by a brick church in 1854-55. Andreas printed pp. 350-351.
CHI-CHI1840-033-A03,CHI-CHI1840-033,historical_address,southwest corner LaSalle and Ohio streets,AND1884V1,medium,true,The congregation began in 1843 and erected this building; H. Rothget and John E. Strobbach enlarged it in 1847. It remained with the United Evangelical group after the 1848 split and was replaced by a brick church in 1854-55. Andreas printed pp. 350-351.
CHI-CHI1840-033-A04,CHI-CHI1840-033,year_demolished,1855,AND1884V1,medium,true,The congregation began in 1843 and erected this building; H. Rothget and John E. Strobbach enlarged it in 1847. It remained with the United Evangelical group after the 1848 split and was replaced by a brick church in 1854-55. Andreas printed pp. 350-351.
CHI-CHI1840-033-A05,CHI-CHI1840-033,fire_fate_1871,not present,AND1884V1,medium,true,The congregation began in 1843 and erected this building; H. Rothget and John E. Strobbach enlarged it in 1847. It remained with the United Evangelical group after the 1848 split and was replaced by a brick church in 1854-55. Andreas printed pp. 350-351.
CHI-CHI1840-034-A01,CHI-CHI1840-034,existence_and_identity,St. Patrick's Catholic Church first building,AND1884V1,high,true,"Opened April 12, 1846 and cost $750; later enlarged, moved to Desplaines and Adams, and used as a school. The cited source does not give the move date or final demolition. Andreas printed pp. 294-295."
CHI-CHI1840-034-A02,CHI-CHI1840-034,year_completed,1846,AND1884V1,high,true,"Opened April 12, 1846 and cost $750; later enlarged, moved to Desplaines and Adams, and used as a school. The cited source does not give the move date or final demolition. Andreas printed pp. 294-295."
CHI-CHI1840-034-A03,CHI-CHI1840-034,historical_address,Desplaines Street between Randolph and Washington streets,AND1884V1,high,true,"Opened April 12, 1846 and cost $750; later enlarged, moved to Desplaines and Adams, and used as a school. The cited source does not give the move date or final demolition. Andreas printed pp. 294-295."
CHI-CHI1840-034-A04,CHI-CHI1840-034,architect_or_builder,Augustine D. Taylor,AND1884V1,high,true,"Opened April 12, 1846 and cost $750; later enlarged, moved to Desplaines and Adams, and used as a school. The cited source does not give the move date or final demolition. Andreas printed pp. 294-295."
CHI-CHI1840-034-A05,CHI-CHI1840-034,fire_fate_1871,survived outside main fire zone,AND1884V1,high,true,"Opened April 12, 1846 and cost $750; later enlarged, moved to Desplaines and Adams, and used as a school. The cited source does not give the move date or final demolition. Andreas printed pp. 294-295."
CHI-CHI1840-035-A01,CHI-CHI1840-035,existence_and_identity,St. Peter's German Catholic Church first building,AND1884V1,high,false,"Built in spring 1846 for about $900, seating about 700; moved with associated buildings in 1853 to Clark and Polk. Andreas printed pp. 294-295."
CHI-CHI1840-035-A02,CHI-CHI1840-035,year_completed,1846,AND1884V1,high,false,"Built in spring 1846 for about $900, seating about 700; moved with associated buildings in 1853 to Clark and Polk. Andreas printed pp. 294-295."
CHI-CHI1840-035-A03,CHI-CHI1840-035,historical_address,Washington Street between Wells and Franklin streets,AND1884V1,high,false,"Built in spring 1846 for about $900, seating about 700; moved with associated buildings in 1853 to Clark and Polk. Andreas printed pp. 294-295."
CHI-CHI1840-035-A04,CHI-CHI1840-035,year_demolished,1853,AND1884V1,high,false,"Built in spring 1846 for about $900, seating about 700; moved with associated buildings in 1853 to Clark and Polk. Andreas printed pp. 294-295."
CHI-CHI1840-035-A05,CHI-CHI1840-035,fire_fate_1871,not present,AND1884V1,high,false,"Built in spring 1846 for about $900, seating about 700; moved with associated buildings in 1853 to Clark and Polk. Andreas printed pp. 294-295."
CHI-CHI1840-036-A01,CHI-CHI1840-036,existence_and_identity,St. Peter's German Catholic rectory first building,AND1884V1,medium,true,A separate frame rectory stood on the 1846 St. Peter's lot and was moved with the church property in 1853. Exact completion wording is less explicit than for the church. Andreas printed pp. 294-295.
CHI-CHI1840-036-A02,CHI-CHI1840-036,year_completed,1846,AND1884V1,medium,true,A separate frame rectory stood on the 1846 St. Peter's lot and was moved with the church property in 1853. Exact completion wording is less explicit than for the church. Andreas printed pp. 294-295.
CHI-CHI1840-036-A03,CHI-CHI1840-036,historical_address,Washington Street between Wells and Franklin streets,AND1884V1,medium,true,A separate frame rectory stood on the 1846 St. Peter's lot and was moved with the church property in 1853. Exact completion wording is less explicit than for the church. Andreas printed pp. 294-295.
CHI-CHI1840-036-A04,CHI-CHI1840-036,year_demolished,1853,AND1884V1,medium,true,A separate frame rectory stood on the 1846 St. Peter's lot and was moved with the church property in 1853. Exact completion wording is less explicit than for the church. Andreas printed pp. 294-295.
CHI-CHI1840-036-A05,CHI-CHI1840-036,fire_fate_1871,not present,AND1884V1,medium,true,A separate frame rectory stood on the 1846 St. Peter's lot and was moved with the church property in 1853. Exact completion wording is less explicit than for the church. Andreas printed pp. 294-295.
CHI-CHI1840-037-A01,CHI-CHI1840-037,existence_and_identity,St. Peter's German Catholic schoolhouse first building,AND1884V1,medium,true,A separate frame schoolhouse stood on the 1846 St. Peter's lot and was moved with the church property in 1853. Exact completion wording is less explicit than for the church. Andreas printed pp. 294-295.
CHI-CHI1840-037-A02,CHI-CHI1840-037,year_completed,1846,AND1884V1,medium,true,A separate frame schoolhouse stood on the 1846 St. Peter's lot and was moved with the church property in 1853. Exact completion wording is less explicit than for the church. Andreas printed pp. 294-295.
CHI-CHI1840-037-A03,CHI-CHI1840-037,historical_address,Washington Street between Wells and Franklin streets,AND1884V1,medium,true,A separate frame schoolhouse stood on the 1846 St. Peter's lot and was moved with the church property in 1853. Exact completion wording is less explicit than for the church. Andreas printed pp. 294-295.
CHI-CHI1840-037-A04,CHI-CHI1840-037,year_demolished,1853,AND1884V1,medium,true,A separate frame schoolhouse stood on the 1846 St. Peter's lot and was moved with the church property in 1853. Exact completion wording is less explicit than for the church. Andreas printed pp. 294-295.
CHI-CHI1840-037-A05,CHI-CHI1840-037,fire_fate_1871,not present,AND1884V1,medium,true,A separate frame schoolhouse stood on the 1846 St. Peter's lot and was moved with the church property in 1853. Exact completion wording is less explicit than for the church. Andreas printed pp. 294-295.
CHI-CHI1840-038-A01,CHI-CHI1840-038,existence_and_identity,St. Joseph's German Catholic Church first building,AND1884V1,high,true,Built in 1846 for about $900 and seating about 600. Later replaced after 1861; exact removal date and 1871 status need review. Andreas printed pp. 295-296.
CHI-CHI1840-038-A02,CHI-CHI1840-038,year_completed,1846,AND1884V1,high,true,Built in 1846 for about $900 and seating about 600. Later replaced after 1861; exact removal date and 1871 status need review. Andreas printed pp. 295-296.
CHI-CHI1840-038-A03,CHI-CHI1840-038,historical_address,northeast corner Chicago Avenue and Cass Street,AND1884V1,high,true,Built in 1846 for about $900 and seating about 600. Later replaced after 1861; exact removal date and 1871 status need review. Andreas printed pp. 295-296.
CHI-CHI1840-038-A04,CHI-CHI1840-038,fire_fate_1871,uncertain,AND1884V1,high,true,Built in 1846 for about $900 and seating about 600. Later replaced after 1861; exact removal date and 1871 status need review. Andreas printed pp. 295-296.
CHI-CHI1840-039-A01,CHI-CHI1840-039,existence_and_identity,Scammon School,AND1884V1,high,true,"Completed in May 1847 at a cost of $6,795. Its west-side location was outside the main 1871 burned district, but later demolition history remains unresolved. Andreas printed p. 212."
CHI-CHI1840-039-A02,CHI-CHI1840-039,year_completed,1847,AND1884V1,high,true,"Completed in May 1847 at a cost of $6,795. Its west-side location was outside the main 1871 burned district, but later demolition history remains unresolved. Andreas printed p. 212."
CHI-CHI1840-039-A03,CHI-CHI1840-039,historical_address,West Madison Street near Halsted Street,AND1884V1,high,true,"Completed in May 1847 at a cost of $6,795. Its west-side location was outside the main 1871 burned district, but later demolition history remains unresolved. Andreas printed p. 212."
CHI-CHI1840-039-A04,CHI-CHI1840-039,fire_fate_1871,survived outside main fire zone,AND1884V1,high,true,"Completed in May 1847 at a cost of $6,795. Its west-side location was outside the main 1871 burned district, but later demolition history remains unresolved. Andreas printed p. 212."
CHI-CHI1840-040-A01,CHI-CHI1840-040,existence_and_identity,Rice's first Chicago theater,AND1884V1,high,false,"A 40-by-80-foot frame completed in six weeks and opened June 28, 1847; totally destroyed by fire July 30, 1850. Andreas printed pp. 484-490."
CHI-CHI1840-040-A02,CHI-CHI1840-040,year_completed,1847,AND1884V1,high,false,"A 40-by-80-foot frame completed in six weeks and opened June 28, 1847; totally destroyed by fire July 30, 1850. Andreas printed pp. 484-490."
CHI-CHI1840-040-A03,CHI-CHI1840-040,historical_address,"south side Randolph Street, one or two lots east of southeast corner Dearborn Street",AND1884V1,high,false,"A 40-by-80-foot frame completed in six weeks and opened June 28, 1847; totally destroyed by fire July 30, 1850. Andreas printed pp. 484-490."
CHI-CHI1840-040-A04,CHI-CHI1840-040,architect_or_builder,P. L. Updike (contractor),AND1884V1,high,false,"A 40-by-80-foot frame completed in six weeks and opened June 28, 1847; totally destroyed by fire July 30, 1850. Andreas printed pp. 484-490."
CHI-CHI1840-040-A05,CHI-CHI1840-040,year_demolished,1850,AND1884V1,high,false,"A 40-by-80-foot frame completed in six weeks and opened June 28, 1847; totally destroyed by fire July 30, 1850. Andreas printed pp. 484-490."
CHI-CHI1840-040-A06,CHI-CHI1840-040,fire_fate_1871,not present,AND1884V1,high,false,"A 40-by-80-foot frame completed in six weeks and opened June 28, 1847; totally destroyed by fire July 30, 1850. Andreas printed pp. 484-490."
CHI-CHI1840-041-A01,CHI-CHI1840-041,existence_and_identity,Dr. Edward Mead private insane asylum,AND1884V1,medium,true,"Andreas says Mead first used quarters on Kinzie Street, then purchased land two miles north and had a new asylum ready in 1847. Exact parcel, form, and later fate require review. Printed p. 597."
CHI-CHI1840-041-A02,CHI-CHI1840-041,year_completed,1847,AND1884V1,medium,true,"Andreas says Mead first used quarters on Kinzie Street, then purchased land two miles north and had a new asylum ready in 1847. Exact parcel, form, and later fate require review. Printed p. 597."
CHI-CHI1840-041-A03,CHI-CHI1840-041,historical_address,two miles north of the city; after temporary Kinzie Street quarters,AND1884V1,medium,true,"Andreas says Mead first used quarters on Kinzie Street, then purchased land two miles north and had a new asylum ready in 1847. Exact parcel, form, and later fate require review. Printed p. 597."
CHI-CHI1840-041-A04,CHI-CHI1840-041,architect_or_builder,Dr. Edward Mead,AND1884V1,medium,true,"Andreas says Mead first used quarters on Kinzie Street, then purchased land two miles north and had a new asylum ready in 1847. Exact parcel, form, and later fate require review. Printed p. 597."
CHI-CHI1840-041-A05,CHI-CHI1840-041,fire_fate_1871,uncertain,AND1884V1,medium,true,"Andreas says Mead first used quarters on Kinzie Street, then purchased land two miles north and had a new asylum ready in 1847. Exact parcel, form, and later fate require review. Printed p. 597."
CHI-CHI1840-042-A01,CHI-CHI1840-042,existence_and_identity,Stiles Burton's City Hotel,CHICAGOLOGY1844,medium,true,A later directory retrospective says Burton built the City Hotel in 1848 to Van Osdel's design. Destruction in 1871 is inferred from its Loop location and should be confirmed in a primary fire-loss list. Chicagology pre-fire transcription.
CHI-CHI1840-042-A02,CHI-CHI1840-042,year_completed,1848,CHICAGOLOGY1844,medium,true,A later directory retrospective says Burton built the City Hotel in 1848 to Van Osdel's design. Destruction in 1871 is inferred from its Loop location and should be confirmed in a primary fire-loss list. Chicagology pre-fire transcription.
CHI-CHI1840-042-A03,CHI-CHI1840-042,historical_address,southeast corner State and Lake streets,CHICAGOLOGY1844,medium,true,A later directory retrospective says Burton built the City Hotel in 1848 to Van Osdel's design. Destruction in 1871 is inferred from its Loop location and should be confirmed in a primary fire-loss list. Chicagology pre-fire transcription.
CHI-CHI1840-042-A04,CHI-CHI1840-042,architect_or_builder,John M. Van Osdel,CHICAGOLOGY1844,medium,true,A later directory retrospective says Burton built the City Hotel in 1848 to Van Osdel's design. Destruction in 1871 is inferred from its Loop location and should be confirmed in a primary fire-loss list. Chicagology pre-fire transcription.
CHI-CHI1840-042-A05,CHI-CHI1840-042,year_demolished,1871,CHICAGOLOGY1844,medium,true,A later directory retrospective says Burton built the City Hotel in 1848 to Van Osdel's design. Destruction in 1871 is inferred from its Loop location and should be confirmed in a primary fire-loss list. Chicagology pre-fire transcription.
CHI-CHI1840-042-A06,CHI-CHI1840-042,fire_fate_1871,probably destroyed,CHICAGOLOGY1844,medium,true,A later directory retrospective says Burton built the City Hotel in 1848 to Van Osdel's design. Destruction in 1871 is inferred from its Loop location and should be confirmed in a primary fire-loss list. Chicagology pre-fire transcription.
CHI-CHI1840-043-A01,CHI-CHI1840-043,existence_and_identity,State Street Market Building and City Hall,AND1884V1,high,false,"Erected beginning in January 1848 for $11,070; contained 32 ground-floor market stalls and city rooms above. Council first met there November 13, 1848. Andreas printed pp. 180-181."
CHI-CHI1840-043-A02,CHI-CHI1840-043,year_completed,1848,AND1884V1,high,false,"Erected beginning in January 1848 for $11,070; contained 32 ground-floor market stalls and city rooms above. Council first met there November 13, 1848. Andreas printed pp. 180-181."
CHI-CHI1840-043-A03,CHI-CHI1840-043,historical_address,"center of State Street, fronting Randolph Street and extending north toward Lake Street",AND1884V1,high,false,"Erected beginning in January 1848 for $11,070; contained 32 ground-floor market stalls and city rooms above. Council first met there November 13, 1848. Andreas printed pp. 180-181."
CHI-CHI1840-043-A04,CHI-CHI1840-043,architect_or_builder,John M. Van Osdel (architect and superintendent),AND1884V1,high,false,"Erected beginning in January 1848 for $11,070; contained 32 ground-floor market stalls and city rooms above. Council first met there November 13, 1848. Andreas printed pp. 180-181."
CHI-CHI1840-043-A05,CHI-CHI1840-043,year_demolished,1871,AND1884V1,high,false,"Erected beginning in January 1848 for $11,070; contained 32 ground-floor market stalls and city rooms above. Council first met there November 13, 1848. Andreas printed pp. 180-181."
CHI-CHI1840-043-A06,CHI-CHI1840-043,fire_fate_1871,destroyed,AND1884V1,high,false,"Erected beginning in January 1848 for $11,070; contained 32 ground-floor market stalls and city rooms above. Council first met there November 13, 1848. Andreas printed pp. 180-181."
CHI-CHI1840-044-A01,CHI-CHI1840-044,existence_and_identity,Galena and Chicago Union Railroad first depot,AND1884V1;ECH1849MAP,medium,true,The railroad's initial Chicago depot was at Kinzie and Canal. The 1849 Rees & Rucker map page explicitly describes the line running west from this depot; exact building completion and replacement history need confirmation from railroad records. Andreas' railroad chapter provides the 1848 opening context.
CHI-CHI1840-044-A02,CHI-CHI1840-044,year_completed,1848,AND1884V1;ECH1849MAP,medium,true,The railroad's initial Chicago depot was at Kinzie and Canal. The 1849 Rees & Rucker map page explicitly describes the line running west from this depot; exact building completion and replacement history need confirmation from railroad records. Andreas' railroad chapter provides the 1848 opening context.
CHI-CHI1840-044-A03,CHI-CHI1840-044,historical_address,Kinzie Street and Canal Street,AND1884V1;ECH1849MAP,medium,true,The railroad's initial Chicago depot was at Kinzie and Canal. The 1849 Rees & Rucker map page explicitly describes the line running west from this depot; exact building completion and replacement history need confirmation from railroad records. Andreas' railroad chapter provides the 1848 opening context.
CHI-CHI1840-044-A04,CHI-CHI1840-044,fire_fate_1871,uncertain,AND1884V1;ECH1849MAP,medium,true,The railroad's initial Chicago depot was at Kinzie and Canal. The 1849 Rees & Rucker map page explicitly describes the line running west from this depot; exact building completion and replacement history need confirmation from railroad records. Andreas' railroad chapter provides the 1848 opening context.
CHI-CHI1840-045-A01,CHI-CHI1840-045,existence_and_identity,Bull's Head cattle yards,AND1884V1,high,true,Opened in 1848 as an early makeshift cattle yard. It is included as a built complex rather than a single enclosed building; later closure date needs review. Andreas printed p. 564.
CHI-CHI1840-045-A02,CHI-CHI1840-045,year_completed,1848,AND1884V1,high,true,Opened in 1848 as an early makeshift cattle yard. It is included as a built complex rather than a single enclosed building; later closure date needs review. Andreas printed p. 564.
CHI-CHI1840-045-A03,CHI-CHI1840-045,historical_address,vicinity of Madison Street and Ashland Avenue,AND1884V1,high,true,Opened in 1848 as an early makeshift cattle yard. It is included as a built complex rather than a single enclosed building; later closure date needs review. Andreas printed p. 564.
CHI-CHI1840-045-A04,CHI-CHI1840-045,fire_fate_1871,survived outside main fire zone,AND1884V1,high,true,Opened in 1848 as an early makeshift cattle yard. It is included as a built complex rather than a single enclosed building; later closure date needs review. Andreas printed p. 564.
CHI-CHI1840-046-A01,CHI-CHI1840-046,existence_and_identity,First Chicago steam grain elevator,AND1884V1,low,true,"Andreas' general manufacturing narrative credits R. C. Bristol with an elevator erected in 1848, while a biographical passage credits George Steel with the first steam elevator at North Franklin and the river, 100,000-bushel capacity, burned about 1854. This unresolved internal contradiction must not be silently normalized. Andreas printed pp. 580-581 and George Steel biographical passage."
CHI-CHI1840-046-A02,CHI-CHI1840-046,year_completed,1848,AND1884V1,low,true,"Andreas' general manufacturing narrative credits R. C. Bristol with an elevator erected in 1848, while a biographical passage credits George Steel with the first steam elevator at North Franklin and the river, 100,000-bushel capacity, burned about 1854. This unresolved internal contradiction must not be silently normalized. Andreas printed pp. 580-581 and George Steel biographical passage."
CHI-CHI1840-046-A03,CHI-CHI1840-046,historical_address,possibly North Franklin Street at the river,AND1884V1,low,true,"Andreas' general manufacturing narrative credits R. C. Bristol with an elevator erected in 1848, while a biographical passage credits George Steel with the first steam elevator at North Franklin and the river, 100,000-bushel capacity, burned about 1854. This unresolved internal contradiction must not be silently normalized. Andreas printed pp. 580-581 and George Steel biographical passage."
CHI-CHI1840-046-A04,CHI-CHI1840-046,year_demolished,1854,AND1884V1,low,true,"Andreas' general manufacturing narrative credits R. C. Bristol with an elevator erected in 1848, while a biographical passage credits George Steel with the first steam elevator at North Franklin and the river, 100,000-bushel capacity, burned about 1854. This unresolved internal contradiction must not be silently normalized. Andreas printed pp. 580-581 and George Steel biographical passage."
CHI-CHI1840-046-A05,CHI-CHI1840-046,fire_fate_1871,not present,AND1884V1,low,true,"Andreas' general manufacturing narrative credits R. C. Bristol with an elevator erected in 1848, while a biographical passage credits George Steel with the first steam elevator at North Franklin and the river, 100,000-bushel capacity, burned about 1854. This unresolved internal contradiction must not be silently normalized. Andreas printed pp. 580-581 and George Steel biographical passage."
CHI-CHI1840-047-A01,CHI-CHI1840-047,existence_and_identity,Scoville and Sons foundry,AND1884V1,medium,true,"The establishment began in 1848 and later built railroad cars and an early western locomotive. The source documents establishment, not unequivocal new construction, so the completion year is approximate. Andreas printed p. 568."
CHI-CHI1840-047-A02,CHI-CHI1840-047,year_completed,1848,AND1884V1,medium,true,"The establishment began in 1848 and later built railroad cars and an early western locomotive. The source documents establishment, not unequivocal new construction, so the completion year is approximate. Andreas printed p. 568."
CHI-CHI1840-047-A03,CHI-CHI1840-047,historical_address,corner Canal and Adams streets,AND1884V1,medium,true,"The establishment began in 1848 and later built railroad cars and an early western locomotive. The source documents establishment, not unequivocal new construction, so the completion year is approximate. Andreas printed p. 568."
CHI-CHI1840-047-A04,CHI-CHI1840-047,fire_fate_1871,survived outside main fire zone,AND1884V1,medium,true,"The establishment began in 1848 and later built railroad cars and an early western locomotive. The source documents establishment, not unequivocal new construction, so the completion year is approximate. Andreas printed p. 568."
CHI-CHI1840-048-A01,CHI-CHI1840-048,existence_and_identity,Nugent and Owens brass foundry,AND1884V1,medium,true,The Market Street works were established in 1848 and burned in 1854. The cited text does not explicitly state whether a new building was erected at establishment. Andreas printed p. 569.
CHI-CHI1840-048-A02,CHI-CHI1840-048,year_completed,1848,AND1884V1,medium,true,The Market Street works were established in 1848 and burned in 1854. The cited text does not explicitly state whether a new building was erected at establishment. Andreas printed p. 569.
CHI-CHI1840-048-A03,CHI-CHI1840-048,historical_address,Market Street,AND1884V1,medium,true,The Market Street works were established in 1848 and burned in 1854. The cited text does not explicitly state whether a new building was erected at establishment. Andreas printed p. 569.
CHI-CHI1840-048-A04,CHI-CHI1840-048,year_demolished,1854,AND1884V1,medium,true,The Market Street works were established in 1848 and burned in 1854. The cited text does not explicitly state whether a new building was erected at establishment. Andreas printed p. 569.
CHI-CHI1840-048-A05,CHI-CHI1840-048,fire_fate_1871,not present,AND1884V1,medium,true,The Market Street works were established in 1848 and burned in 1854. The cited text does not explicitly state whether a new building was erected at establishment. Andreas printed p. 569.
CHI-CHI1840-049-A01,CHI-CHI1840-049,existence_and_identity,McCormick reaper manufactory 1848 expansion,AND1884V1,high,true,"McCormick arranged Chicago manufacture in 1847 and enlarged the manufactory near the harbor in 1848; this is an expansion record, not a claim that every component was newly built. Andreas printed p. 569."
CHI-CHI1840-049-A02,CHI-CHI1840-049,year_completed,1848,AND1884V1,high,true,"McCormick arranged Chicago manufacture in 1847 and enlarged the manufactory near the harbor in 1848; this is an expansion record, not a claim that every component was newly built. Andreas printed p. 569."
CHI-CHI1840-049-A03,CHI-CHI1840-049,historical_address,north side near mouth of harbor,AND1884V1,high,true,"McCormick arranged Chicago manufacture in 1847 and enlarged the manufactory near the harbor in 1848; this is an expansion record, not a claim that every component was newly built. Andreas printed p. 569."
CHI-CHI1840-049-A04,CHI-CHI1840-049,architect_or_builder,C. M. Gray (manufacturing partner),AND1884V1,high,true,"McCormick arranged Chicago manufacture in 1847 and enlarged the manufactory near the harbor in 1848; this is an expansion record, not a claim that every component was newly built. Andreas printed p. 569."
CHI-CHI1840-049-A05,CHI-CHI1840-049,fire_fate_1871,uncertain,AND1884V1,high,true,"McCormick arranged Chicago manufacture in 1847 and enlarged the manufactory near the harbor in 1848; this is an expansion record, not a claim that every component was newly built. Andreas printed p. 569."
CHI-CHI1840-050-A01,CHI-CHI1840-050,existence_and_identity,First Norwegian Evangelical Lutheran Church building,AND1884V1,high,false,"After organizing February 14, 1848, the congregation bought an unfinished church that had blown down and rebuilt it for about $1,000; purchase cost $800. Sold in 1856. Andreas printed pp. 349-350."
CHI-CHI1840-050-A02,CHI-CHI1840-050,year_completed,1848,AND1884V1,high,false,"After organizing February 14, 1848, the congregation bought an unfinished church that had blown down and rebuilt it for about $1,000; purchase cost $800. Sold in 1856. Andreas printed pp. 349-350."
CHI-CHI1840-050-A03,CHI-CHI1840-050,historical_address,Superior Street between Wells and LaSalle streets,AND1884V1,high,false,"After organizing February 14, 1848, the congregation bought an unfinished church that had blown down and rebuilt it for about $1,000; purchase cost $800. Sold in 1856. Andreas printed pp. 349-350."
CHI-CHI1840-050-A04,CHI-CHI1840-050,year_demolished,1856,AND1884V1,high,false,"After organizing February 14, 1848, the congregation bought an unfinished church that had blown down and rebuilt it for about $1,000; purchase cost $800. Sold in 1856. Andreas printed pp. 349-350."
CHI-CHI1840-050-A05,CHI-CHI1840-050,fire_fate_1871,not present,AND1884V1,high,false,"After organizing February 14, 1848, the congregation bought an unfinished church that had blown down and rebuilt it for about $1,000; purchase cost $800. Sold in 1856. Andreas printed pp. 349-350."
CHI-CHI1840-051-A01,CHI-CHI1840-051,existence_and_identity,Holy Name Catholic Church first building,AND1884V1,high,true,"Begun in 1848, completed in 1849, and first used November 18, 1849. It was superseded as the parish/cathedral complex developed; exact removal date needs verification. Andreas printed pp. 296-297."
CHI-CHI1840-051-A02,CHI-CHI1840-051,year_completed,1849,AND1884V1,high,true,"Begun in 1848, completed in 1849, and first used November 18, 1849. It was superseded as the parish/cathedral complex developed; exact removal date needs verification. Andreas printed pp. 296-297."
CHI-CHI1840-051-A03,CHI-CHI1840-051,historical_address,southwest corner of St. Mary college grounds at Rush and Superior streets,AND1884V1,high,true,"Begun in 1848, completed in 1849, and first used November 18, 1849. It was superseded as the parish/cathedral complex developed; exact removal date needs verification. Andreas printed pp. 296-297."
CHI-CHI1840-051-A04,CHI-CHI1840-051,architect_or_builder,Rev. Jeremiah Kinsella (project leader); Clowry and Breen (building committee),AND1884V1,high,true,"Begun in 1848, completed in 1849, and first used November 18, 1849. It was superseded as the parish/cathedral complex developed; exact removal date needs verification. Andreas printed pp. 296-297."
CHI-CHI1840-051-A05,CHI-CHI1840-051,fire_fate_1871,not present,AND1884V1,high,true,"Begun in 1848, completed in 1849, and first used November 18, 1849. It was superseded as the parish/cathedral complex developed; exact removal date needs verification. Andreas printed pp. 296-297."
CHI-CHI1840-052-A01,CHI-CHI1840-052,existence_and_identity,St. Paul's German Evangelical Lutheran Church first building,AND1884V1,high,true,Built after the 1848 congregation split and ready in June 1849; replaced in the 1860s. Andreas printed pp. 349-350.
CHI-CHI1840-052-A02,CHI-CHI1840-052,year_completed,1849,AND1884V1,high,true,Built after the 1848 congregation split and ready in June 1849; replaced in the 1860s. Andreas printed pp. 349-350.
