Construction Year,Building / Identifying Name,Address,Torn Down / Destroyed,Status / Outcome,Construction Date Text,Architect,Source Class,Source As Of,Source URL,Notes,Confidence
1900,5452 S Ellis,5452-5466 S. Ellis Ave,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1900,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1900,833 857 W Fulton Market,833 857 W Fulton Market,,Present in City energy-benchmarking inventory (latest record 2022); demolition/loss not independently established,1900,,Chicago Energy Benchmarking,2022,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted Data; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1900,"A&M 303 West Erie, LLC",303 West Erie,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1900,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1900,Darwin,3116 W Belden Ave,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1900,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1900,Dewey,5415 S Union Ave,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1900,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1900,Dickens Place Condominium Association,2100 N Racine Ave,,Present in City energy-benchmarking inventory (latest record 2022); demolition/loss not independently established,1900,,Chicago Energy Benchmarking,2022,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted Data; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1900,Fulton House Condominium Association,345 N. Canal St.,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1900,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1900,LZ Products,2121 W 21st Street,,Present in City energy-benchmarking inventory (latest record 2017); demolition/loss not independently established,1900,,Chicago Energy Benchmarking,2017,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Wholesale Club/Supercenter; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1900,Palmer SOuare,2128 N Kedzie,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1900,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1900,Park No. 527 Park — Maintenance,,,Active in Park District inventory,1900,,Chicago Park District building inventory,2016-11-04,https://data.cityofchicago.org/d/u7uu-j2ma,"Building type: Maintenance. Location: (41.781026, -87.629341)",Medium
1900,St. Peter's Church,110 W Madison St,,Present in City energy-benchmarking inventory (latest record 2021); demolition/loss not independently established,1900,,Chicago Energy Benchmarking,2021,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Residence Hall/Dormitory; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1900,Stephen Foster House and Stable,12147 S Harvard Av,,Current City individual-landmark record (2026); no loss year identified in source,1900,Frank Lloyd Wright,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 05/09/1996,High
1900,Stock Yard Inn,Union Stock Yard,1977,Demolished,1900,,Curated lost Chicago,,https://www.encyclopedia.chicagohistory.org/,,Medium
1900,"Sunshine Enterprise, LLC - Series II (218 S Wabash)",218 South Wabash,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1900,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1900,"The Shops on Wabash, LLC",17-23 N. Wabash,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1900,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1901,3318 N Lake Shore Dr,3318 N Lake Shore Dr,,Present in City energy-benchmarking inventory (latest record 2020); demolition/loss not independently established,1901,,Chicago Energy Benchmarking,2020,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted Data; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1901,"600 Fulton Owner, LLC",600 West Fulton,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1901,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1901,Armour,950 W 33rd Pl,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1901,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1901,Belding Earl-CPS,4209 W Irving Park Rd,,Present in City energy-benchmarking inventory (latest record 2015); demolition/loss not independently established,1901,,Chicago Energy Benchmarking,2015,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1901,Bush Temple of Music,100 W Chicago Av,,Current City individual-landmark record (2026); no loss year identified in source,1901,J.E.O. Pridmore,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 06/27/2001,High
1901,"Chicago, Milwaukee & St Paul Rwy Bridge No. Z-2","N Branch Chgo River, Cherry St, S of North Ave",,Current City individual-landmark record (2026); no loss year identified in source,1901-02,"Chicago, Milwaukee & St. Paul Rwy, Designer",City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 12/12/2007,High
1901,Fernwood,10041 S Union Ave,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1901,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1901,Jessie and William Adams House,9326 S Pleasant Av,,Current City individual-landmark record (2026); no loss year identified in source,1901,Frank Lloyd Wright,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 06/16/1994,High
1901,King-Nash House,3234 W Washington Blvd,,Current City individual-landmark record (2026); no loss year identified in source,1901,George W. Maher,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 02/10/1988,High
1901,Libby Elementary -CPS,5300 S Loomis Blvd,,Present in City energy-benchmarking inventory (latest record 2021); demolition/loss not independently established,1901,,Chicago Energy Benchmarking,2021,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Exempt; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1901,Machinery Hall at Illinois Institute of Technology,100 W 33rd St,,Current City individual-landmark record (2026); no loss year identified in source,1901,"Patton, Fisher & Miller",City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 05/26/2004,High
1901,Metropolitan Missionary Baptist Church,2151 W Washington Blvd,,Current City individual-landmark record (2026); no loss year identified in source,1901,Hugh M.G. Garden,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 02/16/1989,High
1901,Monastery of the Holy Cross Buildings,3101-3111 S. Aberdeen Street,,Current City individual-landmark record (2026); no loss year identified in source,"1901,1908",Hermann J. Gaul,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 10/14/2021,High
1901,Northwestern University Settlement House,1400 W Augusta Blvd,,Current City individual-landmark record (2026); no loss year identified in source,1901,Pond & Pond,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 12/01/1993,High
1901,Pate-Comiskey House,5131 S Michigan Av,,Current City individual-landmark record (2026); no loss year identified in source,1901,George Maher,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 10/01/2003,High
1901,"Pennsylvania Railroad ""Eight Track"" Bridge","San & Ship Canal, S of 31st & W of Western Av",,Current City individual-landmark record (2026); no loss year identified in source,"1901, 9-10","Scherzer Rolling Lift Bridge Co., Designer",City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 12/12/2007,High
1901,Polaris Charter Academy,620 N. Sawyer,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1901,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1901,Pritzker College Prep,4131 W Cortland St,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1901,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1901,Sawyer,5248 S Sawyer Ave,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1901,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1901,The Bush Temple,800-10 N Clark St,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1901,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1901,Universal Building,700 N Sacramento Blvd,,Present in City energy-benchmarking inventory (latest record 2021); demolition/loss not independently established,1901,,Chicago Energy Benchmarking,2021,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1902,1000 W Washington Blvd,1000 W Washington Blvd,,Present in City energy-benchmarking inventory (latest record 2022); demolition/loss not independently established,1902,,Chicago Energy Benchmarking,2022,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted Data; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1902,Albert F. Madlener House,4 W Burton Pl,,Current City individual-landmark record (2026); no loss year identified in source,1902,Richard E. Schmidt & Hugh M.G. Garden,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 03/22/1973,High
1902,"Bank Note Place, LLC",120 E Cullerton,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1902,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1902,Bookstore,970 East 58th Street,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1902,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Retail Store; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1902,Coonley,4046 N Leavitt St,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1902,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1902,Cortland Street Drawbridge,1440 W Cortland St,,Current City individual-landmark record (2026); no loss year identified in source,1902,John Ernst Ericson. Bridgehse reconst. 1982,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 07/24/1991,High
1902,Daniel O.Hill House/SerbianAmericanMuseumSt.Sava,448 W. Barry Avenue,,Current City individual-landmark record (2026); no loss year identified in source,1902,Frederick W. Perkins,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 03/28/2018,High
1902,Epic Academy Charter High School,8255 S. Houston,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1902,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1902,Jungman,1746 S Miller St,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1902,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1902,Original Providence Baptist Church,515 N Pine Avenue,,Current City individual-landmark record (2026); no loss year identified in source,1902 1928,"Brown, Burton, Davis, .Roberts , Elmer Roberts",City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 02/18/2026,High
1902,Perkins-Nordine House,6106 N. Kenmore Ave.,,Current City individual-landmark record (2026); no loss year identified in source,1902-1903,Pond and Pond,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 01/27/2021,High
1902,Shields Main-CPS,4250 S Rockwell St,,Present in City energy-benchmarking inventory (latest record 2021); demolition/loss not independently established,1902,,Chicago Energy Benchmarking,2021,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Exempt; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1902,Snell-Hitchcock,5709 Ellis Avenue,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1902,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Residence Hall/Dormitory; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1903,(Former) Schlitz BreweryTied-House@2159 W.Belmont,2159 W. Belmont Ave.,,Current City individual-landmark record (2026); no loss year identified in source,1903-1904,Charles Thisslew,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 07/06/2011,High
1903,(Former) Schlitz BreweryTied-House@3159NSouthport,3159 N. Southport Ave.,,Current City individual-landmark record (2026); no loss year identified in source,1903,Frommann and Jebsen,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 07/06/2011,High
1903,1916-34 W. Winona / 5103-5115 N. Winchester,1916-34 W. Winona / 5103-5115 N. Winchester,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1903,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1903,444 North Wells Street,444 North Wells Street,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1903,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1903,540 W. Briar,540 W. Briar,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1903,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1903,641 W Lake,641 W Lake Street,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1903,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1903,"A&M 445 West Erie, LLC",445 West Erie,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1903,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1903,Alice B. Sharp Building,37 S. Wabash Avenue,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1903,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: College/University; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1903,Bauer Building,224-230 W Huron St,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1903,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1903,Bouchet,7355 S Jeffery Blvd,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1903,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1903,Edward Everett Elementary School,3419 S Bell Avenue,,Present in City energy-benchmarking inventory (latest record 2020); demolition/loss not independently established,1903,,Chicago Energy Benchmarking,2020,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted Data; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1903,Hamilton,1650 W Cornelia Ave,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1903,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1903,Holy Trinity Orthodox Cathedral and Rectory,1121 N Leavitt St,,Current City individual-landmark record (2026); no loss year identified in source,1903,Louis H. Sullivan,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 03/21/1979,High
1903,John Jacob Walser House,42 N Central Av,,Current City individual-landmark record (2026); no loss year identified in source,1903,Frank Lloyd Wright,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 03/30/1984,High
1903,LaSalle Street Station — 1903 headhouse,LaSalle and Van Buren Streets,1981,Demolished and replaced,1903,,Curated lost Chicago,,https://www.encyclopedia.chicagohistory.org/,,Medium
1903,Melissia Ann Elam House,4726 S Dr Martin Luther King Jr Dr,,Current City individual-landmark record (2026); no loss year identified in source,1903,Henry L. Newhouse,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 03/21/1979,High
1903,Mentor Building,39 S State St,,Present in City energy-benchmarking inventory (latest record 2022); demolition/loss not independently established,1903,,Chicago Energy Benchmarking,2022,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted Data; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1903,Mitchell Tower,1131 East 57th Street,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1903,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Other; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1903,Revere,1010 E 72nd St,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1903,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1903,StAlphonsus_School,1439 W. Wellington,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1903,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1903,Stowe,3444 W Wabansia Ave,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1903,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1903,The Imperial of Lincoln Park,1366 W Fullerton Ave,,Present in City energy-benchmarking inventory (latest record 2022); demolition/loss not independently established,1903,,Chicago Energy Benchmarking,2022,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted Data; Property type: Senior Living Community; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1904,(Former) Schlitz Brewery-Tied House,5120 N. Broadway,,Current City individual-landmark record (2026); no loss year identified in source,1904,Charles Thisslew,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 05/04/2011,High
1904,1033 W Van Buren,1033 W Van Buren,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1904,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1904,224 South Michigan Avenue,224 South Michigan Avenue,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1904,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1904,2255 S Michigan Ave,2255 S Michigan Ave,,Present in City energy-benchmarking inventory (latest record 2020); demolition/loss not independently established,1904,,Chicago Energy Benchmarking,2020,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted Data; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1904,29 East Madison LLC,29 E. Madison,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1904,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1904,559 W. Surf,559 W. Surf,,Present in City energy-benchmarking inventory (latest record 2018); demolition/loss not independently established,1904,,Chicago Energy Benchmarking,2018,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1904,660 676 W Irving Park Rd,660 676 W Irving Park Rd,,Present in City energy-benchmarking inventory (latest record 2022); demolition/loss not independently established,1904,,Chicago Energy Benchmarking,2022,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted Data; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1904,900 910 W Vanburen St,900 910 W Vanburen St,,Present in City energy-benchmarking inventory (latest record 2022); demolition/loss not independently established,1904,,Chicago Energy Benchmarking,2022,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted Data; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1904,Bartlett Commons,5640 S. University Ave,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1904,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Social/Meeting Hall; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1904,Blackstone Library,4904 S. Lake Park Ave,,Current City individual-landmark record (2026); no loss year identified in source,1904,Solon Spencer Beman,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 01/13/2011,High
1904,C5504Wab (22251),5504 S Wabash Ave,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1904,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1904,Canaan Baptist Church of Christ Building,6657-59 S Harvard Av,,Current City individual-landmark record (2026); no loss year identified in source,1904-05,Solon S. Beman,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 07/26/2006,High
1904,Chapin and Gore Building,63 E Adams,,Current City individual-landmark record (2026); no loss year identified in source,1904,Richard E. Schmidt and Hugh M.G. Garden,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 01/21/1982,High
1904,Henry,4250 N Saint Louis Ave,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1904,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1904,Heyworth Building,29 E Madison st,,Current City individual-landmark record (2026); no loss year identified in source,1904,D.H. Burnham & Co.,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 09/27/2000,High
1904,Lightner Building,1006 S. Michigan Avenue,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1904,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1904,Oakley Lofts Condominium Association,2300 2308 W Diversey Ave,,Present in City energy-benchmarking inventory (latest record 2021); demolition/loss not independently established,1904,,Chicago Energy Benchmarking,2021,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1904,One North Dearborn,1-17 N. Dearborn Street,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1904,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1904,St Bernard Hospital,326 West 64th St,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1904,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Hospital (General Medical & Surgical); Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1904,Wendell Phillips High School,244 E Pershing Rd,,Current City individual-landmark record (2026); no loss year identified in source,1904,William Bryce Mundie,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 05/07/2003,High
1904,Whitney,2815 S Komensky Ave,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1904,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1904,Wholesale Furniture Exposition Building,1323 S. Michigan Ave,,Current City individual-landmark record (2026); no loss year identified in source,1904,Hugh M.G. Garden,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 10/08/2014,High
1905,"(Former) Engine Company 104, Truck 3",1401 S Michigan Av,,Current City individual-landmark record (2026); no loss year identified in source,1905,Charles F. Hermann,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 10/01/2003,High
1905,222 West Hubbard Street,222 West Hubbard Street,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1905,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
