building_event_id,building_id,event_type,event_date,date_precision,cause,description
CHI-POSTFIRE-CHI1872-064-E02,CHI-POSTFIRE-CHI1872-064,completion,1876,year-only,,partial_reconstruction
CHI-POSTFIRE-CHI1872-064-E03,CHI-POSTFIRE-CHI1872-064,opening,1876,as_reported,,clergy residence
CHI-POSTFIRE-CHI1872-065-E01,CHI-POSTFIRE-CHI1872-065,construction_start,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1872-065-E02,CHI-POSTFIRE-CHI1872-065,completion,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1872-065-E03,CHI-POSTFIRE-CHI1872-065,opening,1872,as_reported,,Dominican convent and school
CHI-POSTFIRE-CHI1872-066-E01,CHI-POSTFIRE-CHI1872-066,construction_start,1871,year-only,,reconstruction
CHI-POSTFIRE-CHI1872-066-E02,CHI-POSTFIRE-CHI1872-066,completion,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1872-066-E03,CHI-POSTFIRE-CHI1872-066,opening,1872,as_reported,,religious residence and school support
CHI-POSTFIRE-CHI1872-067-E01,CHI-POSTFIRE-CHI1872-067,construction_start,1871,year-only,,reconstruction
CHI-POSTFIRE-CHI1872-067-E02,CHI-POSTFIRE-CHI1872-067,completion,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1872-067-E03,CHI-POSTFIRE-CHI1872-067,opening,1872,as_reported,,machinery shops and sales
CHI-POSTFIRE-CHI1872-068-E01,CHI-POSTFIRE-CHI1872-068,construction_start,1872,exact,,new_construction
CHI-POSTFIRE-CHI1872-068-E02,CHI-POSTFIRE-CHI1872-068,completion,1872,exact,,new_construction
CHI-POSTFIRE-CHI1872-068-E03,CHI-POSTFIRE-CHI1872-068,opening,1872,as_reported,,dance instruction and assemblies
CHI-POSTFIRE-CHI1872-069-E01,CHI-POSTFIRE-CHI1872-069,construction_start,1872,year-only,,new_construction
CHI-POSTFIRE-CHI1872-069-E02,CHI-POSTFIRE-CHI1872-069,completion,1872,year-only,,new_construction
CHI-POSTFIRE-CHI1872-069-E03,CHI-POSTFIRE-CHI1872-069,opening,1872,as_reported,,"picture frames, mirrors and engravings"
CHI-POSTFIRE-CHI1872-070-E01,CHI-POSTFIRE-CHI1872-070,construction_start,1872,exact,,new_construction
CHI-POSTFIRE-CHI1872-070-E02,CHI-POSTFIRE-CHI1872-070,completion,1872,exact,,new_construction
CHI-POSTFIRE-CHI1872-070-E03,CHI-POSTFIRE-CHI1872-070,opening,1872,as_reported,,livery and boarding stable
CHI-POSTFIRE-CHI1872-071-E01,CHI-POSTFIRE-CHI1872-071,construction_start,1872,year-only,,addition
CHI-POSTFIRE-CHI1872-071-E02,CHI-POSTFIRE-CHI1872-071,completion,1872,year-only,,addition
CHI-POSTFIRE-CHI1872-071-E03,CHI-POSTFIRE-CHI1872-071,opening,1872,as_reported,,brewery ice storage
CHI-POSTFIRE-CHI1872-072-E01,CHI-POSTFIRE-CHI1872-072,construction_start,1871,range,,addition
CHI-POSTFIRE-CHI1872-072-E02,CHI-POSTFIRE-CHI1872-072,completion,1872,range,,addition
CHI-POSTFIRE-CHI1872-072-E03,CHI-POSTFIRE-CHI1872-072,opening,1872,as_reported,,beer production
CHI-POSTFIRE-CHI1872-073-E01,CHI-POSTFIRE-CHI1872-073,construction_start,1872,year-only,,addition
CHI-POSTFIRE-CHI1872-073-E02,CHI-POSTFIRE-CHI1872-073,completion,1872,year-only,,addition
CHI-POSTFIRE-CHI1872-073-E03,CHI-POSTFIRE-CHI1872-073,opening,1872,as_reported,,brewery ice storage
CHI-POSTFIRE-CHI1872-074-E01,CHI-POSTFIRE-CHI1872-074,construction_start,1871,range,,reconstruction
CHI-POSTFIRE-CHI1872-074-E02,CHI-POSTFIRE-CHI1872-074,completion,1872,range,,reconstruction
CHI-POSTFIRE-CHI1872-074-E03,CHI-POSTFIRE-CHI1872-074,opening,1872,as_reported,,municipal water pumping
CHI-POSTFIRE-CHI1872-075-E01,CHI-POSTFIRE-CHI1872-075,construction_start,1872,exact,,construction_start
CHI-POSTFIRE-CHI1872-075-E02,CHI-POSTFIRE-CHI1872-075,completion,1874,exact,,construction_start
CHI-POSTFIRE-CHI1872-075-E03,CHI-POSTFIRE-CHI1872-075,opening,1874,as_reported,,municipal water supply
CHI-POSTFIRE-CHI1872-076-E01,CHI-POSTFIRE-CHI1872-076,construction_start,1872,exact,,infrastructure_installation
CHI-POSTFIRE-CHI1872-076-E02,CHI-POSTFIRE-CHI1872-076,completion,1872,exact,,infrastructure_installation
CHI-POSTFIRE-CHI1872-076-E03,CHI-POSTFIRE-CHI1872-076,opening,1872,as_reported,,municipal water supply
CHI-POSTFIRE-CHI1872-077-E01,CHI-POSTFIRE-CHI1872-077,construction_start,1871,range,,reconstruction
CHI-POSTFIRE-CHI1872-077-E02,CHI-POSTFIRE-CHI1872-077,completion,1872,range,,reconstruction
CHI-POSTFIRE-CHI1872-077-E03,CHI-POSTFIRE-CHI1872-077,opening,1872,as_reported,,transportation infrastructure
CHI-POSTFIRE-CHI1872-078-E01,CHI-POSTFIRE-CHI1872-078,construction_start,1871,range,,reconstruction
CHI-POSTFIRE-CHI1872-078-E02,CHI-POSTFIRE-CHI1872-078,completion,1872,range,,reconstruction
CHI-POSTFIRE-CHI1872-078-E03,CHI-POSTFIRE-CHI1872-078,opening,1872,as_reported,,transportation infrastructure
CHI-POSTFIRE-CHI1872-079-E01,CHI-POSTFIRE-CHI1872-079,construction_start,1871,range,,reconstruction
CHI-POSTFIRE-CHI1872-079-E02,CHI-POSTFIRE-CHI1872-079,completion,1872,range,,reconstruction
CHI-POSTFIRE-CHI1872-079-E03,CHI-POSTFIRE-CHI1872-079,opening,1872,as_reported,,transportation infrastructure
CHI-POSTFIRE-CHI1872-080-E01,CHI-POSTFIRE-CHI1872-080,construction_start,1871,range,,reconstruction
CHI-POSTFIRE-CHI1872-080-E02,CHI-POSTFIRE-CHI1872-080,completion,1872,range,,reconstruction
CHI-POSTFIRE-CHI1872-080-E03,CHI-POSTFIRE-CHI1872-080,opening,1872,as_reported,,transportation infrastructure
CHI-POSTFIRE-CHI1872-081-E01,CHI-POSTFIRE-CHI1872-081,construction_start,1871,range,,reconstruction
CHI-POSTFIRE-CHI1872-081-E02,CHI-POSTFIRE-CHI1872-081,completion,1872,range,,reconstruction
CHI-POSTFIRE-CHI1872-081-E03,CHI-POSTFIRE-CHI1872-081,opening,1872,as_reported,,transportation infrastructure
CHI-POSTFIRE-CHI1872-082-E01,CHI-POSTFIRE-CHI1872-082,construction_start,1871,range,,reconstruction
CHI-POSTFIRE-CHI1872-082-E02,CHI-POSTFIRE-CHI1872-082,completion,1872,range,,reconstruction
CHI-POSTFIRE-CHI1872-082-E03,CHI-POSTFIRE-CHI1872-082,opening,1872,as_reported,,transportation infrastructure
CHI-POSTFIRE-CHI1872-083-E01,CHI-POSTFIRE-CHI1872-083,construction_start,1871,range,,reconstruction
CHI-POSTFIRE-CHI1872-083-E02,CHI-POSTFIRE-CHI1872-083,completion,1872,range,,reconstruction
CHI-POSTFIRE-CHI1872-083-E03,CHI-POSTFIRE-CHI1872-083,opening,1872,as_reported,,transportation infrastructure
CHI-POSTFIRE-CHI1872-084-E01,CHI-POSTFIRE-CHI1872-084,construction_start,1871,range,,reconstruction
CHI-POSTFIRE-CHI1872-084-E02,CHI-POSTFIRE-CHI1872-084,completion,1872,range,,reconstruction
CHI-POSTFIRE-CHI1872-084-E03,CHI-POSTFIRE-CHI1872-084,opening,1872,as_reported,,transportation infrastructure
CHI-POSTFIRE-CHI1872-085-E01,CHI-POSTFIRE-CHI1872-085,construction_start,1871,range,,reconstruction
CHI-POSTFIRE-CHI1872-085-E02,CHI-POSTFIRE-CHI1872-085,completion,1872,range,,reconstruction
CHI-POSTFIRE-CHI1872-085-E03,CHI-POSTFIRE-CHI1872-085,opening,1872,as_reported,,transportation infrastructure
CHI-POSTFIRE-CHI1872-086-E01,CHI-POSTFIRE-CHI1872-086,construction_start,1871,range,,reconstruction
CHI-POSTFIRE-CHI1872-086-E02,CHI-POSTFIRE-CHI1872-086,completion,1872,range,,reconstruction
CHI-POSTFIRE-CHI1872-086-E03,CHI-POSTFIRE-CHI1872-086,opening,1872,as_reported,,transportation infrastructure
CHI-POSTFIRE-CHI1872-087-E01,CHI-POSTFIRE-CHI1872-087,construction_start,1871,range,,reconstruction
CHI-POSTFIRE-CHI1872-087-E02,CHI-POSTFIRE-CHI1872-087,completion,1872,range,,reconstruction
CHI-POSTFIRE-CHI1872-087-E03,CHI-POSTFIRE-CHI1872-087,opening,1872,as_reported,,transportation infrastructure
CHI-POSTFIRE-CHI1872-088-E01,CHI-POSTFIRE-CHI1872-088,construction_start,1872,exact,,new_construction
CHI-POSTFIRE-CHI1872-088-E02,CHI-POSTFIRE-CHI1872-088,completion,1872,exact,,new_construction
CHI-POSTFIRE-CHI1872-088-E03,CHI-POSTFIRE-CHI1872-088,opening,1872,as_reported,,theater and concert venue
CHI-POSTFIRE-CHI1872-089-E01,CHI-POSTFIRE-CHI1872-089,construction_start,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-089-E02,CHI-POSTFIRE-CHI1872-089,completion,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-089-E03,CHI-POSTFIRE-CHI1872-089,opening,1872,as_reported,,hotel
CHI-POSTFIRE-CHI1873-001-E01,CHI-POSTFIRE-CHI1873-001,construction_start,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-001-E02,CHI-POSTFIRE-CHI1873-001,completion,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-001-E03,CHI-POSTFIRE-CHI1873-001,demolition_or_loss,1957,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1873-002-E01,CHI-POSTFIRE-CHI1873-002,construction_start,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-002-E02,CHI-POSTFIRE-CHI1873-002,completion,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-002-E03,CHI-POSTFIRE-CHI1873-002,demolition_or_loss,1926,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1873-003-E01,CHI-POSTFIRE-CHI1873-003,construction_start,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-003-E02,CHI-POSTFIRE-CHI1873-003,completion,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-003-E03,CHI-POSTFIRE-CHI1873-003,opening,1873,as_reported,,newspaper production and offices
CHI-POSTFIRE-CHI1873-004-E01,CHI-POSTFIRE-CHI1873-004,completion,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-005-E01,CHI-POSTFIRE-CHI1873-005,completion,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-005-E02,CHI-POSTFIRE-CHI1873-005,opening,1873,as_reported,,hotel
CHI-POSTFIRE-CHI1873-006-E01,CHI-POSTFIRE-CHI1873-006,construction_start,1871,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-006-E02,CHI-POSTFIRE-CHI1873-006,completion,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-006-E03,CHI-POSTFIRE-CHI1873-006,opening,1873,as_reported,,hotel
CHI-POSTFIRE-CHI1873-007-E01,CHI-POSTFIRE-CHI1873-007,construction_start,1871,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-007-E02,CHI-POSTFIRE-CHI1873-007,completion,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-007-E03,CHI-POSTFIRE-CHI1873-007,opening,1873,as_reported,,hotel
CHI-POSTFIRE-CHI1873-008-E01,CHI-POSTFIRE-CHI1873-008,construction_start,1871,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-008-E02,CHI-POSTFIRE-CHI1873-008,completion,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-008-E03,CHI-POSTFIRE-CHI1873-008,opening,1873,as_reported,,hotel
CHI-POSTFIRE-CHI1873-009-E01,CHI-POSTFIRE-CHI1873-009,construction_start,1871,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-009-E02,CHI-POSTFIRE-CHI1873-009,completion,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-009-E03,CHI-POSTFIRE-CHI1873-009,opening,1873,as_reported,,hotel
CHI-POSTFIRE-CHI1873-010-E01,CHI-POSTFIRE-CHI1873-010,construction_start,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-010-E02,CHI-POSTFIRE-CHI1873-010,completion,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-010-E03,CHI-POSTFIRE-CHI1873-010,opening,1873,as_reported,,hotel
CHI-POSTFIRE-CHI1873-011-E01,CHI-POSTFIRE-CHI1873-011,construction_start,1871,approximate,,reconstruction
CHI-POSTFIRE-CHI1873-011-E02,CHI-POSTFIRE-CHI1873-011,completion,1873,approximate,,reconstruction
CHI-POSTFIRE-CHI1873-011-E03,CHI-POSTFIRE-CHI1873-011,opening,1873,as_reported,,hotel
CHI-POSTFIRE-CHI1873-012-E01,CHI-POSTFIRE-CHI1873-012,construction_start,1871,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-012-E02,CHI-POSTFIRE-CHI1873-012,completion,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-012-E03,CHI-POSTFIRE-CHI1873-012,opening,1873,as_reported,,hotel
CHI-POSTFIRE-CHI1873-013-E01,CHI-POSTFIRE-CHI1873-013,completion,1872,year-only,,occupancy_only
CHI-POSTFIRE-CHI1873-013-E02,CHI-POSTFIRE-CHI1873-013,opening,1873,as_reported,,hotel
CHI-POSTFIRE-CHI1873-014-E01,CHI-POSTFIRE-CHI1873-014,opening,1873,as_reported,,hotel
CHI-POSTFIRE-CHI1873-015-E01,CHI-POSTFIRE-CHI1873-015,construction_start,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-015-E02,CHI-POSTFIRE-CHI1873-015,completion,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-015-E03,CHI-POSTFIRE-CHI1873-015,opening,1873,as_reported,,hotel
CHI-POSTFIRE-CHI1873-016-E01,CHI-POSTFIRE-CHI1873-016,construction_start,1873,year-only,,construction_start
CHI-POSTFIRE-CHI1873-016-E02,CHI-POSTFIRE-CHI1873-016,completion,1879,year-only,,construction_start
CHI-POSTFIRE-CHI1873-017-E01,CHI-POSTFIRE-CHI1873-017,construction_start,1873,phase,,construction_start
CHI-POSTFIRE-CHI1873-018-E01,CHI-POSTFIRE-CHI1873-018,construction_start,1873,year-only,,infrastructure
CHI-POSTFIRE-CHI1873-018-E02,CHI-POSTFIRE-CHI1873-018,completion,1873,year-only,,infrastructure
CHI-POSTFIRE-CHI1873-019-E01,CHI-POSTFIRE-CHI1873-019,construction_start,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-019-E02,CHI-POSTFIRE-CHI1873-019,completion,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-019-E03,CHI-POSTFIRE-CHI1873-019,opening,1873,as_reported,,industrial and art exposition
CHI-POSTFIRE-CHI1873-019-E04,CHI-POSTFIRE-CHI1873-019,demolition_or_loss,1890,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1873-020-E01,CHI-POSTFIRE-CHI1873-020,construction_start,1871,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-020-E02,CHI-POSTFIRE-CHI1873-020,completion,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-020-E03,CHI-POSTFIRE-CHI1873-020,opening,1873,as_reported,,hospital
CHI-POSTFIRE-CHI1873-021-E01,CHI-POSTFIRE-CHI1873-021,construction_start,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-021-E02,CHI-POSTFIRE-CHI1873-021,completion,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-021-E03,CHI-POSTFIRE-CHI1873-021,opening,1873,as_reported,,Methodist worship
CHI-POSTFIRE-CHI1873-022-E01,CHI-POSTFIRE-CHI1873-022,construction_start,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-022-E02,CHI-POSTFIRE-CHI1873-022,completion,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-022-E03,CHI-POSTFIRE-CHI1873-022,opening,1873,as_reported,,Methodist worship
CHI-POSTFIRE-CHI1873-023-E01,CHI-POSTFIRE-CHI1873-023,construction_start,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-023-E02,CHI-POSTFIRE-CHI1873-023,completion,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-023-E03,CHI-POSTFIRE-CHI1873-023,opening,1873,as_reported,,Presbyterian worship
CHI-POSTFIRE-CHI1873-024-E01,CHI-POSTFIRE-CHI1873-024,construction_start,1873,year-only,,cornerstone_and_construction_phase
CHI-POSTFIRE-CHI1873-024-E02,CHI-POSTFIRE-CHI1873-024,completion,1874,year-only,,cornerstone_and_construction_phase
CHI-POSTFIRE-CHI1873-024-E03,CHI-POSTFIRE-CHI1873-024,opening,1874,as_reported,,Episcopal worship
CHI-POSTFIRE-CHI1873-025-E01,CHI-POSTFIRE-CHI1873-025,construction_start,1872,year-only,,interrupted_reconstruction_phase
CHI-POSTFIRE-CHI1873-025-E02,CHI-POSTFIRE-CHI1873-025,completion,1875,year-only,,interrupted_reconstruction_phase
CHI-POSTFIRE-CHI1873-025-E03,CHI-POSTFIRE-CHI1873-025,opening,1875,as_reported,,Episcopal worship
CHI-POSTFIRE-CHI1873-026-E01,CHI-POSTFIRE-CHI1873-026,construction_start,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-026-E02,CHI-POSTFIRE-CHI1873-026,completion,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-026-E03,CHI-POSTFIRE-CHI1873-026,opening,1873,as_reported,,Sunday school and congregational gatherings
CHI-POSTFIRE-CHI1873-027-E01,CHI-POSTFIRE-CHI1873-027,construction_start,1873,year-only,,basement_phase
CHI-POSTFIRE-CHI1873-027-E02,CHI-POSTFIRE-CHI1873-027,completion,1875,year-only,,basement_phase
CHI-POSTFIRE-CHI1873-027-E03,CHI-POSTFIRE-CHI1873-027,opening,1875,as_reported,,evangelical worship
CHI-POSTFIRE-CHI1873-028-E01,CHI-POSTFIRE-CHI1873-028,construction_start,1872,year-only,,new_construction
CHI-POSTFIRE-CHI1873-028-E02,CHI-POSTFIRE-CHI1873-028,completion,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-028-E03,CHI-POSTFIRE-CHI1873-028,opening,1873,as_reported,,Unitarian worship
CHI-POSTFIRE-CHI1873-029-E01,CHI-POSTFIRE-CHI1873-029,construction_start,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-029-E02,CHI-POSTFIRE-CHI1873-029,completion,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-029-E03,CHI-POSTFIRE-CHI1873-029,opening,1873,as_reported,,Unitarian worship
CHI-POSTFIRE-CHI1873-030-E01,CHI-POSTFIRE-CHI1873-030,construction_start,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-030-E02,CHI-POSTFIRE-CHI1873-030,completion,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-030-E03,CHI-POSTFIRE-CHI1873-030,opening,1873,as_reported,,Universalist worship
CHI-POSTFIRE-CHI1873-031-E01,CHI-POSTFIRE-CHI1873-031,construction_start,1873,phase,,partial_completion_and_occupancy
CHI-POSTFIRE-CHI1873-031-E02,CHI-POSTFIRE-CHI1873-031,opening,1873,as_reported,,"church, sailors' home, stores"
CHI-POSTFIRE-CHI1873-032-E01,CHI-POSTFIRE-CHI1873-032,construction_start,1872,year-only,,conversion
CHI-POSTFIRE-CHI1873-032-E02,CHI-POSTFIRE-CHI1873-032,completion,1873,year-only,,conversion
CHI-POSTFIRE-CHI1873-032-E03,CHI-POSTFIRE-CHI1873-032,opening,1873,as_reported,,public library book room and reading room
CHI-POSTFIRE-CHI1873-033-E01,CHI-POSTFIRE-CHI1873-033,opening,1873,as_reported,,Catholic worship
CHI-POSTFIRE-CHI1873-034-E01,CHI-POSTFIRE-CHI1873-034,construction_start,1873,phase,,preliminary_site_work
CHI-POSTFIRE-CHI1873-035-E01,CHI-POSTFIRE-CHI1873-035,construction_start,1871,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-035-E02,CHI-POSTFIRE-CHI1873-035,completion,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-035-E03,CHI-POSTFIRE-CHI1873-035,opening,1873,as_reported,,passenger depot and railroad offices
CHI-POSTFIRE-CHI1873-035-E04,CHI-POSTFIRE-CHI1873-035,demolition_or_loss,1901,year-only,replaced,demolished
CHI-POSTFIRE-CHI1873-036-E01,CHI-POSTFIRE-CHI1873-036,construction_start,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-036-E02,CHI-POSTFIRE-CHI1873-036,completion,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-036-E03,CHI-POSTFIRE-CHI1873-036,opening,1873,as_reported,,banking and offices
CHI-POSTFIRE-CHI1873-036-E04,CHI-POSTFIRE-CHI1873-036,demolition_or_loss,1908,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1873-037-E01,CHI-POSTFIRE-CHI1873-037,construction_start,1873,phase,,construction_start
CHI-POSTFIRE-CHI1873-038-E01,CHI-POSTFIRE-CHI1873-038,construction_start,1872,year-only,,new_construction
CHI-POSTFIRE-CHI1873-038-E02,CHI-POSTFIRE-CHI1873-038,completion,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-038-E03,CHI-POSTFIRE-CHI1873-038,opening,1873,as_reported,,"Field, Leiter & Company retail dry goods store"
CHI-POSTFIRE-CHI1873-038-E04,CHI-POSTFIRE-CHI1873-038,demolition_or_loss,1877,year-only,fire,demolished
CHI-POSTFIRE-CHI1873-039-E01,CHI-POSTFIRE-CHI1873-039,construction_start,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-039-E02,CHI-POSTFIRE-CHI1873-039,completion,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-039-E03,CHI-POSTFIRE-CHI1873-039,opening,1873,as_reported,,newspaper printing; offices; banking
CHI-POSTFIRE-CHI1873-039-E04,CHI-POSTFIRE-CHI1873-039,demolition_or_loss,1962,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1873-040-E01,CHI-POSTFIRE-CHI1873-040,construction_start,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-040-E02,CHI-POSTFIRE-CHI1873-040,completion,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-040-E03,CHI-POSTFIRE-CHI1873-040,opening,1873,as_reported,,Methodist worship; stores and offices
CHI-POSTFIRE-CHI1873-040-E04,CHI-POSTFIRE-CHI1873-040,demolition_or_loss,1922,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1873-041-E01,CHI-POSTFIRE-CHI1873-041,construction_start,1873,year-only,,construction_phase
CHI-POSTFIRE-CHI1873-041-E02,CHI-POSTFIRE-CHI1873-041,completion,1874,year-only,,construction_phase
CHI-POSTFIRE-CHI1873-041-E03,CHI-POSTFIRE-CHI1873-041,opening,1874,as_reported,,professional and commercial offices
CHI-POSTFIRE-CHI1873-042-E01,CHI-POSTFIRE-CHI1873-042,construction_start,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-042-E02,CHI-POSTFIRE-CHI1873-042,completion,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-042-E03,CHI-POSTFIRE-CHI1873-042,opening,1873,as_reported,,wholesale and manufacturing loft
CHI-POSTFIRE-CHI1873-043-E01,CHI-POSTFIRE-CHI1873-043,construction_start,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-043-E02,CHI-POSTFIRE-CHI1873-043,completion,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-043-E03,CHI-POSTFIRE-CHI1873-043,opening,1873,as_reported,,wholesale and manufacturing loft
CHI-POSTFIRE-CHI1873-044-E01,CHI-POSTFIRE-CHI1873-044,construction_start,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-044-E02,CHI-POSTFIRE-CHI1873-044,completion,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-044-E03,CHI-POSTFIRE-CHI1873-044,opening,1873,as_reported,,public school
CHI-POSTFIRE-CHI1873-045-E01,CHI-POSTFIRE-CHI1873-045,construction_start,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-045-E02,CHI-POSTFIRE-CHI1873-045,completion,1873,year-only,,reconstruction
CHI-POSTFIRE-CHI1873-045-E03,CHI-POSTFIRE-CHI1873-045,opening,1873,as_reported,,public school
CHI-POSTFIRE-CHI1873-045-E04,CHI-POSTFIRE-CHI1873-045,demolition_or_loss,1874,year-only,fire,demolished
CHI-POSTFIRE-CHI1873-046-E01,CHI-POSTFIRE-CHI1873-046,construction_start,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-046-E02,CHI-POSTFIRE-CHI1873-046,completion,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-046-E03,CHI-POSTFIRE-CHI1873-046,opening,1873,as_reported,,public school
CHI-POSTFIRE-CHI1873-047-E01,CHI-POSTFIRE-CHI1873-047,construction_start,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-047-E02,CHI-POSTFIRE-CHI1873-047,completion,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-047-E03,CHI-POSTFIRE-CHI1873-047,opening,1873,as_reported,,public school
CHI-POSTFIRE-CHI1873-048-E01,CHI-POSTFIRE-CHI1873-048,construction_start,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-048-E02,CHI-POSTFIRE-CHI1873-048,completion,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-048-E03,CHI-POSTFIRE-CHI1873-048,opening,1873,as_reported,,public school
CHI-POSTFIRE-CHI1873-049-E01,CHI-POSTFIRE-CHI1873-049,construction_start,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-049-E02,CHI-POSTFIRE-CHI1873-049,completion,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-049-E03,CHI-POSTFIRE-CHI1873-049,opening,1873,as_reported,,municipal gas production
CHI-POSTFIRE-CHI1873-050-E01,CHI-POSTFIRE-CHI1873-050,construction_start,1873,year-only,,addition
CHI-POSTFIRE-CHI1873-050-E02,CHI-POSTFIRE-CHI1873-050,completion,1873,year-only,,addition
CHI-POSTFIRE-CHI1873-050-E03,CHI-POSTFIRE-CHI1873-050,opening,1873,as_reported,,psychiatric care
CHI-POSTFIRE-CHI1873-051-E01,CHI-POSTFIRE-CHI1873-051,construction_start,1873,year-only,,infrastructure
CHI-POSTFIRE-CHI1873-051-E02,CHI-POSTFIRE-CHI1873-051,completion,1873,year-only,,infrastructure
CHI-POSTFIRE-CHI1873-051-E03,CHI-POSTFIRE-CHI1873-051,opening,1873,as_reported,,water-main river crossing
CHI-POSTFIRE-CHI1873-052-E01,CHI-POSTFIRE-CHI1873-052,construction_start,1873,year-only,,construction_start
CHI-POSTFIRE-CHI1873-052-E02,CHI-POSTFIRE-CHI1873-052,completion,1874,year-only,,construction_start
CHI-POSTFIRE-CHI1873-052-E03,CHI-POSTFIRE-CHI1873-052,opening,1874,as_reported,,water supply conveyance
CHI-POSTFIRE-CHI1873-053-E01,CHI-POSTFIRE-CHI1873-053,construction_start,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-053-E02,CHI-POSTFIRE-CHI1873-053,completion,1873,year-only,,new_construction
CHI-POSTFIRE-CHI1873-053-E03,CHI-POSTFIRE-CHI1873-053,opening,1873,as_reported,,Polish Catholic worship
CHI-POSTFIRE-CHI1873-053-E04,CHI-POSTFIRE-CHI1873-053,demolition_or_loss,1905,approximate,replaced,demolished
