source_key,title,author,publisher,publication_date,url,source_type,reliability_tier,locator,accessed_at,rights_notes,notes
CONGRESSIONAL_RECORD_1878,"Congressional Record, House debate on Chicago custom-house and post-office appropriations",United States Congress,U.S. Government Printing Office,1878-06-10,https://www.congress.gov/45/crecb/1878/06/10/GPO-CRECB-1878-pt5-v7-5-2.pdf,federal_legislative_record,Tier 1,"Congressional Record pp. 4380-4411, Chicago custom-house and post-office debate",2026-08-03,U.S. federal government work; public domain.,"Primary evidence that construction continued in 1878, with $300,000 in the bill plus a $100,000 deficiency appropriation and a stated goal of 1879 occupancy."
CPLARCH,Chicago Public Library Archives,Chicago Public Library,Chicago Public Library,,https://www.chipublib.org/chicago-public-library-archives/,official_archive_guide,1,1873 Book Room in the Old Water Tank entry,2026-08-03,Check digital-object rights and credit requirements,Media candidate and independent institutional confirmation of the tank use.
CPLHIST,CPL History,Chicago Public Library,Chicago Public Library,,https://www.chipublib.org/cpl-history/,official_institutional_history,1,1873 entry,2026-08-03,Website text; seek item-level permission/rights for reproduced photographs,Confirms January 1 opening in surviving circular water tank at southeast LaSalle and Adams.
CPL_CITYWIDE,Chicago City-Wide Collection,Chicago Public Library,Chicago Public Library,,https://www.chipublib.org/fa-chicago-city-wide-collection/,archival_finding_aid,Tier 1,"New England Congregational Church, Dearborn and Delaware",2026-08-03,Finding-aid text may be cited; photographs require Chicago Public Library rights review.,Confirms the church identity and intersection and identifies a potential archival exterior image.
CPS_OTIS,History of James Otis World Language Academy,James Otis World Language Academy,Chicago Public Schools,,https://www.otis.cps.edu/apps/pages/index.jsp?uREC_ID=573688&type=d,public_school_history,Tier 1,Original Armour Street School opening and later renaming; present address,2026-08-03,CPS web content and images are copyrighted; factual summary only.,"Says the school opened in the 1878-79 academic year and initially used coal stoves and gas; Andreas's 1879 table records steam, creating a systems conflict for review."
DREXEL_WMHC,Woman's Medical College of Pennsylvania records: Woman's Hospital Medical College of Chicago historical note,Drexel University Archives,Drexel University,,https://archivalcollections.drexel.edu/repositories/5/resources/1819,archival_finding_aid,Tier 1,Historical note for the Chicago institution,2026-08-03,Finding-aid text is copyrighted; collection materials have item-specific rights.,"Institutional archive corroborates reorganization and a faculty-financed building by 1877, but does not fully resolve whether the structure was purchased or newly built."
DRIEHAUS_BURLING,The Nickerson Series: Edward J. Burling,Richard H. Driehaus Museum,Richard H. Driehaus Museum,2020,https://driehausmuseum.org/blog/view/the-nickerson-series-edward-j.-burling,institutional_architecture_history,Tier 2,St. James and 1875 row-house discussion,2026-08-03,Copyrighted web content and images; facts paraphrased.,Corroborates Burling's 1875 St. James reconstruction and row-house work.
DRIEHAUS_NICKERSON,History of the Driehaus Museum,Richard H. Driehaus Museum,Richard H. Driehaus Museum,,https://driehausmuseum.org/resources-and-research/history-of-the-driehaus-museum,institutional_building_history,Tier 2,Nickerson commission in 1879 and completion in 1883,2026-08-03,Institutional web content and images are copyrighted; factual chronology only.,"Reports the 1879 commission, 1883 completion, Burling & Whitehouse, approximately $450,000 cost, and fireproof design."
ENCYC_CHI_GOOD_SHEPHERD,House of the Good Shepherd / Chicago Industrial School for Girls,Suellen Hoy,Encyclopedia of Chicago; Chicago History Museum; Newberry Library; Northwestern University,,https://www.encyclopedia.chicagohistory.org/pages/606.html,scholarly_reference,Tier 2,Institution overview and North Side location,2026-08-03,Copyrighted reference text; link and paraphrase only.,Corroborates the institution; the precise 1878 north-wing expenditure comes from Andreas.
ENCYC_CHI_WMHC,Woman's Hospital Medical College,Encyclopedia of Chicago,Chicago History Museum; Newberry Library; Northwestern University,,https://www.encyclopedia.chicagohistory.org/pages/1371.html,scholarly_reference,Tier 2,Institution history and 1877 building purchase,2026-08-03,Copyrighted reference text; link and paraphrase only.,"Says faculty loaned money to purchase a school building in 1877, creating a terminology conflict with the later 'first building erected' account."
EOC_CHURCH_ARCH,Church Architecture,Encyclopedia of Chicago,Chicago History Museum / Newberry Library,2005,https://www.encyclopedia.chicagohistory.org/pages/1058.html,scholarly encyclopedia,Tier 2,Victorian Gothic examples,2026-08-03,Text and images may be copyrighted; link/cite rather than redistribute.,Supports Holy Name Cathedral 1874-75 and Second Presbyterian Church 1872-74.
FLPS_SINAI,Sinai Congregation Board Minutes and Illinois Staats-Zeitung abstracts,Newberry Library Foreign Language Press Survey,Newberry Library,1930s,https://flps.newberry.org/?code=iiic&page=3,archival_abstract,Tier 2,"March 6 and March 27, 1876 minutes; April 10, 1876 press abstract",2026-08-03,Abstracts are research aids; consult original minutes/newspaper for publication.,Establishes the April 1876 dedication and that the temple was already erected at 21st and Indiana.
FLPS_SINAI_1876,Sinai Temple,Forgotten Landmarks: Public Spaces,Art Institute of Chicago Ryerson and Burnham Libraries,,https://flps.newberry.org/article/5423971_5_0683,library_architecture_record,Tier 2,Indiana Avenue and Twenty-first Street temple; architect and dedication,2026-08-03,Metadata may be cited; linked images require collection-specific rights review.,"Corroborates the 1875-76 construction, Burling & Adler attribution and April 1876 dedication."
FOURTH_HISTORY,"Back and Fourth History, Part 2",Fourth Presbyterian Church,Fourth Presbyterian Church,,https://www.fourthchurch.org/about/history/part-2.html,institutional history,Tier 1,Rush and Superior sanctuary,2026-08-03,Institutional site content; seek permission before reusing photographs.,Names architect John R. Neff and says the church was dedicated in early 1874.
GSA_FEDERAL_CENTER,"Federal Center, Chicago, IL",U.S. General Services Administration,U.S. General Services Administration,,https://www.gsa.gov/real-estate/explore-historic-buildings/find-a-historic-federal-building/federal-center-chicago-il,federal_site_history,Tier 1,Predecessor federal-building context at the present Federal Center site,2026-08-03,Federal web text generally public domain unless otherwise credited; image credits control reuse.,Official site context; its compressed date language should not override the more detailed construction chronology.
HAYES_MOODY,Gilded Age Evangelicals: Moody and Sankey and the Hayes Family,Rutherford B. Hayes Presidential Library & Museums,Rutherford B. Hayes Presidential Library & Museums,,https://www.rbhayes.org/research/hayes-historical-journal-gilded-age-evangelicals/,institutional_history,Tier 2,"Chicago campaign and 8,000-seat brick tabernacle",2026-08-03,Modern web text is copyrighted; factual summary only. Check image credits separately.,"Corroborates the tabernacle's brick construction, capacity and business financing."
HOLYTRINITY2017,Organized Forms of Religious and Social Activity of Holy Trinity Parish in Chicago in the 1920s and 1930s,Anna Reczyńska,Studia Polonijne,2017,https://ojs.tnkul.pl/index.php/sp/article/download/3819/3792/,scholarly_article,2,English abstract and historical introduction,2026-08-03,Copyrighted scholarly article; factual metadata paraphrased only,States that Chicago's first Holy Trinity Polish church was built in 1873; current church is a 1905-1906 replacement and must not be conflated with it.
ICSJ_PARISH_HISTORY,Parish History,Immaculate Conception and St. Joseph Parish,Immaculate Conception and St. Joseph Parish,,https://www.icsjparish.org/history,institutional_history,Tier 1,St. Joseph church completion in 1878 and post-fire history,2026-08-03,Parish text and images are copyrighted; link only unless permission is obtained.,Institutional corroboration for St. Joseph's 1878 completion.
IL_SFM_RAYMOND,Underground Storage Tank Ownership Record: Raymond School,Office of the Illinois State Fire Marshal,State of Illinois,,https://webapps.sfm.illinois.gov/ustsearch/Ownership.aspx?ID=2038572,state_property_record,Tier 1,"Raymond School, 3629-3653 South Wabash Avenue",2026-08-03,State web data; verify reuse terms and do not assume the present parcel proves the exact 1879 footprint.,Used only to corroborate the school identity and modern site address; construction facts come from Andreas.
KAM_EVOLUTION,The Evolution of Reform Judaism in Chicago,Union of American Hebrew Congregations,Illinois Digital Archives,,https://www.idaillinois.org/digital/api/collection/p16614coll14/id/16306/download,institutional_history,Tier 2,"Kehillath Anshe Maarabh history; dedication February 5, 1875",2026-08-03,Digitized historical publication; rights status should be verified before redistribution.,Institutional historical source; scan retained in research folder.
LOC1871VIEW,Bird's-eye-view of Chicago as it was before the great fire,Theodore R. Davis,Library of Congress,1871,https://www.loc.gov/item/74693213/,birdseye_view,1,G4104.C6A35 1871 .D3,2026-08-03,Geography and Map Division digitized content free to use/reuse absent a rights advisory; credit Library of Congress,Pre-fire comparison layer; indexed view from Harper's Weekly.
LOC1873EXPO,"Official catalogue of the Inter-State Industrial Exposition of Chicago, Ill.",Chicago Inter-State Industrial Exposition,Staats-Zeitung Job Printing Co.,1873,https://www.loc.gov/item/05028675/,contemporary_catalogue,1,catalogue and title record,2026-08-03,Public domain; free to use and reuse; credit Library of Congress,Contemporary evidence for the 1873 exposition and a media/research source.
LOC1874VIEW,The City of Chicago,Parsons & Atwater; Currier & Ives,Library of Congress,1874,https://www.loc.gov/pictures/item/90715977/,birdseye_view,1,PGA - Currier & Ives--City of Chicago (E size),2026-08-03,No known restrictions on publication; credit Library of Congress Prints and Photographs Division,"Best near-year citywide visual surrogate for a 1873 map layer; date must be displayed as 1874, not silently relabeled 1873."
LOCOLMSTED,Chicago's South Park by Frederick Law Olmsted,Julie Stoner,Library of Congress blog,2022-05-18,https://blogs.loc.gov/maps/2022/05/olmsted-bicentennial/,curatorial_essay,2,paragraph on 1873 preliminary construction,2026-08-03,Underlying historic maps require their own item-level credit/rights review,Confirms only limited preliminary South Park construction in 1873 and points to the 1871 plan.
LOC_CITY_1874,The City of Chicago,Currier & Ives,Library of Congress,1874,https://www.loc.gov/pictures/item/90715977/,bird's-eye map / print,Tier 1,digital file ppmsca.08968,2026-08-03,Library of Congress states no known restrictions on publication; verify item rights advisory.,"Citywide bird's-eye candidate for the map/media layer; perspective image, not a georeferenced cadastral map."
LOC_FIRE_1874,"The City of Chicago, showing the burnt district",Harper's Weekly,Library of Congress,1874,https://www.loc.gov/item/75693037/,contemporary map / newspaper engraving,Tier 1,"Harper's Weekly, August 1, 1874",2026-08-03,1874 work is public domain in the United States; cite Library of Congress reproduction.,Maps the July 1874 burned district and is useful for event overlays.
LOC_LEITER_HABS,"Leiter Building I, 200-208 West Monroe Street, Chicago, Cook County, IL",Historic American Buildings Survey,Library of Congress,,https://www.loc.gov/pictures/item/il0237/,federal_architectural_survey,Tier 1,"Significance statement, initial and subsequent construction dates, drawings and photographs",2026-08-03,HABS documentation is generally public domain; inspect item credits because copied-source images may have separate restrictions.,"Authoritative documentation of the 1879 phase, 1888 addition, cast-iron support system, Jenney attribution, and 1972 demolition."
LOC_NICKERSON_HABS,"Samuel M. Nickerson House, 40 East Erie Street, Chicago, Cook County, IL",Historic American Buildings Survey,Library of Congress,,https://www.loc.gov/item/il0048/,federal_architectural_survey,Tier 1,"Historical survey, measured drawings and photographs",2026-08-03,HABS documentation is generally public domain; inspect item credits for copied-source exceptions.,Potential high-resolution public-domain drawings and photographs; confirms the surviving building identity.
MAP1876_UIUC,"Combination Atlas Map of Cook County, Illinois",Warner & Beers,Warner & Beers,1876,https://digital.library.illinois.edu/items/9e649410-82d4-0134-1f08-0050569601ca-d,historical_map_atlas,Tier 1,Chicago and Cook County plates,2026-08-03,Atlas is public domain due age; repository metadata and scans should retain attribution and item-specific rights notice.,Primary 1876 map candidate for the year map layer; georeferencing and plate-level download remain future work.
MAP1879_RAIL,Railway Map of Chicago and Environs,R. W. Dobson,Chicago Historical Society,1879,https://www.encyclopedia.chicagohistory.org/pages/10607.html,historical_transportation_map,Tier 2,"Chicago railways and environs, cataloged as ICHi-37300",2026-08-03,Original map is public domain due age; Encyclopedia electronic presentation is copyrighted and Chicago History Museum item-level reproduction terms apply.,Useful for railroad corridors and metropolitan extent; obtain an authorized master image rather than copying the encyclopedia derivative.
MAP1879_RAND,Guide Map of Chicago and Boulevard and Park System,Rand McNally and Company,Rand McNally and Company,1879,https://www.oldmapsonline.org/en/maps/965be261-c375-54ef-82e2-3c4ec7e8685e,historical_city_map,Tier 2,1879 Chicago guide map catalog/discovery record,2026-08-03,"Map is public domain due age; use the holding repository's master file and retain attribution. OldMapsOnline is a discovery interface, not the preferred image source.","Primary candidate for the 1879 annual basemap; holding-repository metadata, scale, and scan rights must be captured before download."
MAP_1875_WB,"Chicago map by Warner & Beers, 1875",Warner & Beers,Wikimedia Commons / David Rumsey Map Collection,1875,https://commons.wikimedia.org/wiki/File:1875_Chicago_map_by_Warner_%26_Beers.jpg,historical_map,Tier 2,Full city map,2026-08-03,Marked public domain on Wikimedia Commons; preserve source credit.,Annual map candidate already downloaded to the decade package.
MAP_1878_EDSALL,Travelers' and Shippers' Railway Guide Map of Chicago,D. A. Edsall & Co.,D. A. Edsall & Co.,1878,https://commons.wikimedia.org/wiki/File:1878_Travelers_and_shippers_railway_guide_map_of_Chicago.jpg,historical_map,Tier 1,"Full map; approximately 1:12,000",2026-08-03,Public-domain scan via Wikimedia Commons; Norman B. Leventhal Map Center.,"High-detail street, railway, depot, and shipping reference; not a comprehensive building-footprint inventory and not yet georeferenced."
MEDICAL_CENTER_ALEXIAN,Chicago as a Medical Center,Chicago Medical Society,Chicago Medical Society,1900,https://upload.wikimedia.org/wikipedia/commons/0/02/Chicago_as_a_medical_center_.._%28IA_chicagoasmedical00mcdo%29.pdf,historical institutional reference,Tier 2,Alexian Brothers Hospital entry,2026-08-03,Public-domain historical volume; Commons scan is reusable with attribution.,Used to reject the supplied 1874 Alexian Brothers Hospital lead: it dates the post-fire Chicago building to 1872 and the addition to 1888.
MITCHELL_1877_MAP,"Mitchell's plan of the city of Chicago, Illinois",S. Augustus Mitchell,S. Augustus Mitchell,1877,https://commons.wikimedia.org/wiki/File:1877_Mitchell%27s_map_of_Chicago.jpg,historical_map,Tier 1,"Full city map, approximately 1:31,680",2026-08-03,Public domain scan via Wikimedia Commons.,Annual city-extent and transportation reference; it is not a building-footprint inventory and still needs georeferencing.
MOODY_HISTORY,The Moody Church Story,The Moody Church,Moody Church Media,,https://www.moodymedia.org/articles/moody-church-story/,institutional_history,Tier 2,1873-76 Chicago Avenue Church construction narrative,2026-08-03,Copyrighted site; facts paraphrased.,"Corrects an earlier chronology: the roofed basement served for two years and the full building was completed/dedicated in 1876, not 1875."
MOODY_HISTORY_1876,Our History,The Moody Church,The Moody Church,,https://www.moodychurch.org/our-history/,institutional_history,Tier 2,Chicago Avenue Church chronology,2026-08-03,Institutional web content and images are copyrighted; factual chronology only.,"Reports a 1876 completion/dedication, but Andreas states the superstructure was completed and dedicated in June 1875. Retained solely to document the unresolved chronology conflict; no 1876 physical-event row was created."
NBER_PERMITS,"Value of Building Permits for Chicago, IL",National Bureau of Economic Research,Federal Reserve Bank of St. Louis (FRED),,https://fred.stlouisfed.org/data/A02047US16980A398NNBR.txt,annual statistical series,Tier 2,Series A02047US16980A398NNBR; 1874 observation,2026-08-03,FRED data generally reusable with attribution; consult source notes.,Reports $5.8 million in 1874 permit value (current dollars); aggregate only and not decomposable into named buildings.
NEWBERRY_CHURCH_GUIDE,Chicago Church and Synagogue Records: A Research Guide,Newberry Library,Newberry Library,,https://www.newberry.org/uploads/files/churchguide.pdf,library_research_guide,Tier 1,"New England Congregational Church, Dearborn and Delaware",2026-08-03,Guide text is copyrighted; factual directory information only.,Independent address corroboration for the New England Congregational Church.
NPSPRAIRIE,The Glessner House Museum and Prairie Avenue Historic District,National Park Service,National Park Service,,https://www.nps.gov/places/the-glessner-house-museum-and-prairie-avenue-historic-district.htm,official_place_history,1,Prairie Avenue overview,2026-08-03,Federal website content generally reusable unless otherwise credited; image is courtesy Glessner House Museum,"Consulted to test the supplied George Pullman mansion lead; it confirms the mansion's former presence but not a 1873 construction date, so no row was admitted."
NPS_EMMEL,Emmel Building,National Register of Historic Places,National Park Service,1984,https://www.nps.gov/state/il/list.htm?program=all,federal_register_record,Tier 1,"NRHP 84000283; Chicago, Illinois",2026-08-03,Federal catalog metadata public domain; nomination photographs may carry restrictions.,The nomination's 1875 date and store-and-flat use are summarized by the linked National Register listing and Illinois nomination record.
NPS_PRAIRIE,Glessner House Museum and Prairie Avenue Historic District,National Park Service,National Park Service,,https://www.nps.gov/places/the-glessner-house-museum-and-prairie-avenue-historic-district.htm,federal_place_history,Tier 1,Prairie Avenue context and Pullman mansion demolition,2026-08-03,Federal web text generally public domain unless otherwise credited; image credits control reuse.,Corroborates the Pullman mansion's Prairie Avenue context and 1922 demolition.
NPS_WALLER,William Waller House National Register documentation,National Register of Historic Places,National Park Service,1980,https://npgallery.nps.gov/NRHP/GetAsset/NRHP/64500855_text,federal_register_documentation,Tier 1,William Waller House nomination reference,2026-08-03,Federal record public domain; historic photographs may carry separate restrictions.,Records the 1875-76 construction range and 1012 N Dearborn address.
NPS_WASHINGTON_SQUARE,Washington Square Historic District National Register of Historic Places Registration Form,Susan S. Benjamin,National Park Service; Illinois Historic Preservation Agency,2003,https://nara-media.s3.amazonaws.com/electronic-records/rg-079/NPS_IL/03000786.pdf,federal_register_nomination,Tier 1,Section 7 p. 4; Section 8 p. 15,2026-08-03,U.S. federal nomination text is generally public domain; embedded photographs may have item-specific rights.,"Official nomination identifies the 1878 Misses Grant's Seminary, Newberry Rowhouses, and rowhouse barns as contributing resources."
OLD_MONROE,Old Monroe Street: Notes of Sixty Years,James S. McKean,Ralph Fletcher Seymour,1914,https://upload.wikimedia.org/wikipedia/commons/1/12/Old_Monroe_street%3B_%28IA_oldmonroestreet01mack%29.pdf,historical_memoir,Tier 2,"Moody and Sankey Tabernacle, Monroe Street between Franklin and Market",2026-08-03,Public domain due publication date; Wikimedia Commons scan.,"Describes the 1876 two-story tabernacle, temporary roof, 8,000-seat capacity, and 1877 conversion by adding three stories."
OLD_MONROE_1914,Old Monroe Street: Notes on the Monroe Street of Early Chicago Days,Chicago Title & Trust Company,Chicago Title & Trust Company,1914,https://upload.wikimedia.org/wikipedia/commons/4/40/Old_Monroe_street%3B_Notes_on_the_Monroe_street_of_early_Chicago_days_%28IA_oldmonroestreet00mack%29.pdf,historical_street_history,Tier 2,"p. 59, Crilly Building",2026-08-03,Public domain; Wikimedia Commons/Internet Archive scan.,States that D. F. Crilly leased the corner in 1878 and erected a five-story printing building; two stories were added in 1888.
OLD_TOWN_NRHP,Old Town Triangle Historic District National Register nomination,National Park Service / Illinois Historic Preservation Agency,National Park Service,1984,https://www.oldtowntriangle.com/wp-content/uploads/2018/12/National_Historic_Register_Approval-1984.pdf,historic district nomination,Tier 1,"Section 7 building inventory; continuation item 8, p. 25",2026-08-03,Federal nomination text is public domain; photographs/scans may have separate rights.,Inventory identifies the Frederick and Charles Wacker residences at 1838 and 1836 N. Lincoln Park West and gives 1874 dates; 1836's later move/remodel requires separate phase modeling.
PARISH_NATIVITY,Parish History,St. Gabriel Catholic Church,St. Gabriel Catholic Church,,https://www.stgabrielchicago.com/parish.html,parish_history,Tier 2,Nativity of Our Lord Church site at Union Avenue and 37th Street,2026-08-03,Parish web content and images are copyrighted; factual summary only.,Corroborates the Nativity identity and present site; Andreas supplies the 1876-79 construction and dedication chronology.
PICTURESQUE_CHI,Picturesque Chicago and Guide to the World's Fair,J. W. Taylor,Baltimore: R. H. Woodward Company,1893,https://upload.wikimedia.org/wikipedia/commons/5/59/Picturesque_Chicago_and_guide_to_the_World%27s_Fair_%28IA_picturesquechica00baltiala%29.pdf,historical_guidebook,Tier 2,Central Music Hall description,2026-08-03,Public domain due publication date; Wikimedia Commons/Internet Archive scan.,"Corroborates the 1879 erection date, stock-company development, Dankmar Adler attribution, six stories, stone exterior, dimensions, and mixed hall/office/store program."
POSTCARD_COLUMBKILLE,"St. Columbkille, Chicago",Postcard Past,Postcard Past,2024-11-27,https://www.postcard-past.com/st-columbkille-chicago/,researched_secondary_history,Tier 3,"Completion, architects, phased towers, and demolition",2026-08-03,Modern text and composite images are copyrighted; linked archival images have separate rights.,"Cites contemporary and diocesan materials, but a 1916 diocesan souvenir says the church was erected in 1871. The 1877 completion/opening claim remains review-flagged."
PRESCHI720,Loss: 720 N. Wells and 207 W. Superior Demolished,Preservation Chicago,Preservation Chicago,2024,https://www.preservationchicago.org/loss-720-n-wells-and-207-w-superior-demolished-2/,preservation_report,2,building history and demolition report,2026-08-03,Website text and images require permission/credit review,"Supports the 1872 date, post-fire character and recent demolition of a rare North Side survivor."
PRES_CHI_ERIE,Erie Street Row at 161 E. Erie Street Becomes Designated Chicago Landmark,Preservation Chicago,Preservation Chicago,2025,https://www.preservationchicago.org/win-erie-street-row-at-161-e-erie-street-becomes-designated-chicago-landmark/,preservation_report_summary,Tier 2,Construction history and designation summary,2026-08-03,Text and photographs are copyrighted; link only unless permission is obtained.,"Summarizes the official designation record: five limestone rowhouses built about 1877, three surviving, and two demolished in 1960."
PRES_CHI_OLIVET,Olivet Baptist Church,Preservation Chicago,Preservation Chicago,2025,https://www.preservationchicago.org/olivet-baptist-church/,preservation_research,Tier 2,First Baptist construction at 31st and South Park,2026-08-03,Copyrighted site; photos require permission or stated credit.,Corroborates Andreas: begun November 1874 and completed 1875; gives Wilcox and Miller attribution.
RUMSEY_MITCHELL_1874,Chicago (Mitchell's New General Atlas),Samuel Augustus Mitchell Jr.,David Rumsey Map Collection,1874,https://www.davidrumsey.com/luna/servlet/detail/RUMSEY~8~1~254627~5519454%3AChicago,atlas map,Tier 1,"Chicago plate showing wards, railroads, roads, rivers, and canals",2026-08-03,Original map is public domain; comply with David Rumsey attribution and image-use terms for the digital scan.,Best 1874 planimetric base-map candidate identified in this pass.
STJAMES_HISTORY,History,St. James Cathedral,St. James Cathedral,,https://www.saintjamescathedral.org/community/history/,institutional_history,Tier 2,Great Fire and rebuilding narrative,2026-08-03,Parish website content; verify image reuse terms separately.,Used with Andreas and Driehaus Museum for the 1875 completed reconstruction.
STSTANS_HISTORY,The History of St. Stanislaus Kostka Parish,St. Stanislaus Kostka Parish,St. Stanislaus Kostka Parish,,https://ststanschurch.org/history,institutional_history,Tier 1,"Beginnings, lines describing July 1, 1877 cornerstone and 1881 completion",2026-08-03,Parish text and photographs are copyrighted; link only unless permission is obtained.,"Institutional account supplies architect, material, dimensions, capacity, and later alteration history."
TAYLOR1917CBOT,"History of the Board of Trade of the City of Chicago, Volume I",Charles H. Taylor,Robert O. Law Company,1917,https://libsysdigi.library.illinois.edu/oca/Books2008-12/historyofboardof/historyofboardof01tayl/historyofboardof01tayl.pdf,historical_monograph,2,chapter on post-fire rebuilding and formal opening October 9 1872,2026-08-03,Public-domain historical volume; University of Illinois scan,Independent institutional history for the second Chamber of Commerce and Board of Trade occupancy.
UCHI_MAPS,Mapping Chicagoland,University of Chicago Library,University of Chicago Library,,https://www.lib.uchicago.edu/collex/collections/mapping-chicagoland-collection/,map_collection_guide,Tier 1,Collection overview and geospatial discovery tools,2026-08-03,Collection metadata is citable; map and scan rights vary by item.,Discovery collection for additional period maps and neighborhood-level coverage; not itself evidence for an 1879 building.
UIUC_WACKER_IMAGE,Frederick Wacker House photograph,University of Illinois Library,University of Illinois Library,,https://digital.library.illinois.edu/items/f3545780-1a05-0134-1d6d-0050569601ca-b,digital photograph metadata,Tier 1,item record and rights field,2026-08-03,Rights field: No Copyright–United States; attribute the holding institution and item record.,"Reusable image candidate; metadata dates the house 1872-73, conflicting with the 1874 NRHP inventory date."
UMN_PULLMAN,The Pullman Strike: George M. Pullman Residence,Clarence Darrow Digital Collection,University of Minnesota Law Library,,https://librarycollections.law.umn.edu/darrow/trials_details.php?id=10,university_digital_collection,Tier 2,"Residence description, 1876 completion, value and 1922 demolition",2026-08-03,University web content; verify image rights and individual item rights before reuse.,Identifies the 1729 S. Prairie Avenue mansion as completed in 1876 and demolished in 1922.
USCG_STATION_CHICAGO,"Station Chicago, Illinois",United States Coast Guard Historian's Office,United States Coast Guard,,https://www.history.uscg.mil/Browse-by-Topic/Assets/Land/All/Article/2641422/station-chicago-illinois/,federal_institutional_history,Tier 1,First Chicago life-saving station construction date,2026-08-03,U.S. federal government text is generally public domain; image credits must be checked individually.,"Used as an exclusion source: the first Chicago station building dates to 1876, not 1877."
WBEZ_SIXTH,Chicago Housing Authority Set to Tear Down Historic Church,WBEZ,WBEZ,2009-08-18,https://www.wbez.org/2009/08/18/chicago-housing-authority-set-to-tear-down-historic-church,news_report,Tier 3,Sixth Presbyterian Church construction year and demolition context,2026-08-03,Modern article and photographs are copyrighted; factual summary only.,Reports that the church was built in 1879 and later slated for demolition; primary church and permit records remain needed.
WTTW_SIXTH,Photo Essay: Exploring Ida B. Wells' Memory in Chicago,WTTW Chicago,WTTW,2021-05-21,https://www.wttw.com/chicago-stories/ida-b-wells/photo-essay-exploring-ida-b-wells-memory-in-chicago,institutional_history,Tier 2,Sixth Presbyterian Church at 3600 South Vincennes and later demolition,2026-08-03,Modern text and photographs are copyrighted; factual summary only.,Corroborates site identity and later history in the Ida B. Wells Homes context.
YMCA_HISTORY,YMCA of Metropolitan Chicago History,YMCA of Metropolitan Chicago,YMCA of Metropolitan Chicago,,https://www.ymcachicago.org/ymca-of-metro-chicago-history/,institutional_history,Tier 2,1879 Farwell Hall gymnasium and bath addition,2026-08-03,Institutional web content and images are copyrighted; factual chronology only.,Institutional chronology identifies the 1879 physical addition but does not provide sufficient architectural details or a definitive historical street number.
