building_name_id,building_id,name,name_type,sequence
CHI-POSTFIRE-CHI1873-038-N01,CHI-POSTFIRE-CHI1873-038,"Field, Leiter & Company Store",alternate,1
CHI-POSTFIRE-CHI1873-039-N00,CHI-POSTFIRE-CHI1873-039,Illinois Staats-Zeitung Building,canonical,0
CHI-POSTFIRE-CHI1873-039-N01,CHI-POSTFIRE-CHI1873-039,Staats-Zeitung Building,alternate,1
CHI-POSTFIRE-CHI1873-039-N02,CHI-POSTFIRE-CHI1873-039,Firmenich Building,alternate,2
CHI-POSTFIRE-CHI1873-039-N03,CHI-POSTFIRE-CHI1873-039,T-R Building,alternate,3
CHI-POSTFIRE-CHI1873-040-N00,CHI-POSTFIRE-CHI1873-040,First Methodist Episcopal Church Block IV,canonical,0
CHI-POSTFIRE-CHI1873-040-N01,CHI-POSTFIRE-CHI1873-040,Methodist Church Block,alternate,1
CHI-POSTFIRE-CHI1873-041-N00,CHI-POSTFIRE-CHI1873-041,Washington Block,canonical,0
CHI-POSTFIRE-CHI1873-042-N00,CHI-POSTFIRE-CHI1873-042,Samuel Cole Building,canonical,0
CHI-POSTFIRE-CHI1873-042-N01,CHI-POSTFIRE-CHI1873-042,Cole Building,alternate,1
CHI-POSTFIRE-CHI1873-043-N00,CHI-POSTFIRE-CHI1873-043,William Rowney Building,canonical,0
CHI-POSTFIRE-CHI1873-043-N01,CHI-POSTFIRE-CHI1873-043,Rowney Building,alternate,1
CHI-POSTFIRE-CHI1873-044-N00,CHI-POSTFIRE-CHI1873-044,Burr School,canonical,0
CHI-POSTFIRE-CHI1873-045-N00,CHI-POSTFIRE-CHI1873-045,Jones School II,canonical,0
CHI-POSTFIRE-CHI1873-045-N01,CHI-POSTFIRE-CHI1873-045,Jones School,alternate,1
CHI-POSTFIRE-CHI1873-046-N00,CHI-POSTFIRE-CHI1873-046,King School,canonical,0
CHI-POSTFIRE-CHI1873-047-N00,CHI-POSTFIRE-CHI1873-047,Third Avenue School,canonical,0
CHI-POSTFIRE-CHI1873-048-N00,CHI-POSTFIRE-CHI1873-048,Vedder Street School,canonical,0
CHI-POSTFIRE-CHI1873-049-N00,CHI-POSTFIRE-CHI1873-049,Chicago Gas Light and Coke Company Bridgeport Works,canonical,0
CHI-POSTFIRE-CHI1873-049-N01,CHI-POSTFIRE-CHI1873-049,Bridgeport gas works,alternate,1
CHI-POSTFIRE-CHI1873-050-N00,CHI-POSTFIRE-CHI1873-050,Cook County Insane Asylum 1873 addition,canonical,0
CHI-POSTFIRE-CHI1873-050-N01,CHI-POSTFIRE-CHI1873-050,Cook County Asylum addition,alternate,1
CHI-POSTFIRE-CHI1873-051-N00,CHI-POSTFIRE-CHI1873-051,Rush Street water-supply tunnel,canonical,0
CHI-POSTFIRE-CHI1873-051-N01,CHI-POSTFIRE-CHI1873-051,Rush Street river tunnel,alternate,1
CHI-POSTFIRE-CHI1873-052-N00,CHI-POSTFIRE-CHI1873-052,New lake-tunnel land extension,canonical,0
CHI-POSTFIRE-CHI1873-052-N01,CHI-POSTFIRE-CHI1873-052,West Division water-tunnel land extension,alternate,1
CHI-POSTFIRE-CHI1873-053-N00,CHI-POSTFIRE-CHI1873-053,Holy Trinity Polish Church I,canonical,0
CHI-POSTFIRE-CHI1873-053-N01,CHI-POSTFIRE-CHI1873-053,first Holy Trinity Church,alternate,1
CHI-POSTFIRE-CHI1873-053-N02,CHI-POSTFIRE-CHI1873-053,Kościół Świętej Trójcy,alternate,2
CHI-POSTFIRE-CHI-1874-001-N00,CHI-POSTFIRE-CHI-1874-001,Palmer House (second building),canonical,0
CHI-POSTFIRE-CHI-1874-001-N01,CHI-POSTFIRE-CHI-1874-001,Palmer House Hotel,alternate,1
CHI-POSTFIRE-CHI-1874-001-N02,CHI-POSTFIRE-CHI-1874-001,second Palmer House,alternate,2
CHI-POSTFIRE-CHI-1874-002-N00,CHI-POSTFIRE-CHI-1874-002,Cook County Criminal Court House and Jail complex,canonical,0
CHI-POSTFIRE-CHI-1874-002-N01,CHI-POSTFIRE-CHI-1874-002,Cook County Criminal Court and County Jail,alternate,1
CHI-POSTFIRE-CHI-1874-003-N00,CHI-POSTFIRE-CHI-1874-003,American Express Company Building,canonical,0
CHI-POSTFIRE-CHI-1874-003-N01,CHI-POSTFIRE-CHI-1874-003,American Merchants Union Express Company Building,alternate,1
CHI-POSTFIRE-CHI-1874-004-N00,CHI-POSTFIRE-CHI-1874-004,Washington Block,canonical,0
CHI-POSTFIRE-CHI-1874-005-N00,CHI-POSTFIRE-CHI-1874-005,W. M. Hoyt wholesale building,canonical,0
CHI-POSTFIRE-CHI-1874-005-N01,CHI-POSTFIRE-CHI-1874-005,W. M. Hoyt Building II,alternate,1
CHI-POSTFIRE-CHI-1874-006-N00,CHI-POSTFIRE-CHI-1874-006,Moody & Waters pie factory,canonical,0
CHI-POSTFIRE-CHI-1874-006-N01,CHI-POSTFIRE-CHI-1874-006,Moody and Waters bakery building,alternate,1
CHI-POSTFIRE-CHI-1874-007-N00,CHI-POSTFIRE-CHI-1874-007,C. J. L. Meyer Chicago factory,canonical,0
CHI-POSTFIRE-CHI-1874-007-N01,CHI-POSTFIRE-CHI-1874-007,C.J.L. Meyer sash and door factory,alternate,1
CHI-POSTFIRE-CHI-1874-008-N00,CHI-POSTFIRE-CHI-1874-008,A. S. Piper & Co. ice-tool factory,canonical,0
CHI-POSTFIRE-CHI-1874-008-N01,CHI-POSTFIRE-CHI-1874-008,Piper ice tool and wagon works,alternate,1
CHI-POSTFIRE-CHI-1874-009-N00,CHI-POSTFIRE-CHI-1874-009,Illinois Charitable Eye and Ear Infirmary,canonical,0
CHI-POSTFIRE-CHI-1874-009-N01,CHI-POSTFIRE-CHI-1874-009,Illinois Eye and Ear Infirmary,alternate,1
CHI-POSTFIRE-CHI-1874-010-N00,CHI-POSTFIRE-CHI-1874-010,Former Engine Company 27,canonical,0
CHI-POSTFIRE-CHI-1874-010-N01,CHI-POSTFIRE-CHI-1874-010,Engine Company 27 firehouse,alternate,1
CHI-POSTFIRE-CHI-1874-011-N00,CHI-POSTFIRE-CHI-1874-011,Fourth Presbyterian Church at Rush and Superior,canonical,0
CHI-POSTFIRE-CHI-1874-011-N01,CHI-POSTFIRE-CHI-1874-011,Fourth Presbyterian Church second building,alternate,1
CHI-POSTFIRE-CHI-1874-012-N00,CHI-POSTFIRE-CHI-1874-012,Second Presbyterian Church,canonical,0
CHI-POSTFIRE-CHI-1874-012-N01,CHI-POSTFIRE-CHI-1874-012,Second Presbyterian Church on Michigan Avenue,alternate,1
CHI-POSTFIRE-CHI-1874-013-N00,CHI-POSTFIRE-CHI-1874-013,First Congregational Church reconstruction,canonical,0
CHI-POSTFIRE-CHI-1874-013-N01,CHI-POSTFIRE-CHI-1874-013,First Congregational Church new building,alternate,1
CHI-POSTFIRE-CHI-1874-014-N00,CHI-POSTFIRE-CHI-1874-014,Church of the Immaculate Conception reconstruction,canonical,0
CHI-POSTFIRE-CHI-1874-014-N01,CHI-POSTFIRE-CHI-1874-014,Immaculate Conception Church,alternate,1
CHI-POSTFIRE-CHI-1874-015-N00,CHI-POSTFIRE-CHI-1874-015,St. Patrick's Commercial School building,canonical,0
CHI-POSTFIRE-CHI-1874-015-N01,CHI-POSTFIRE-CHI-1874-015,St. Patrick's parish boys' school,alternate,1
CHI-POSTFIRE-CHI-1874-016-N00,CHI-POSTFIRE-CHI-1874-016,St. Ignatius College main building west addition,canonical,0
CHI-POSTFIRE-CHI-1874-016-N01,CHI-POSTFIRE-CHI-1874-016,St. Ignatius College,alternate,1
CHI-POSTFIRE-CHI-1874-016-N02,CHI-POSTFIRE-CHI-1874-016,St. Ignatius College Prep,alternate,2
CHI-POSTFIRE-CHI-1874-017-N00,CHI-POSTFIRE-CHI-1874-017,James Ward Public School original section,canonical,0
CHI-POSTFIRE-CHI-1874-017-N01,CHI-POSTFIRE-CHI-1874-017,Ward J School,alternate,1
CHI-POSTFIRE-CHI-1874-018-N00,CHI-POSTFIRE-CHI-1874-018,Jackson-Thomas House,canonical,0
CHI-POSTFIRE-CHI-1874-018-N01,CHI-POSTFIRE-CHI-1874-018,Andrew B. Jackson House,alternate,1
CHI-POSTFIRE-CHI-1874-018-N02,CHI-POSTFIRE-CHI-1874-018,L. H. Thomas House,alternate,2
CHI-POSTFIRE-CHI-1874-019-N00,CHI-POSTFIRE-CHI-1874-019,Stephen A. Race House,canonical,0
CHI-POSTFIRE-CHI-1874-019-N01,CHI-POSTFIRE-CHI-1874-019,Race House,alternate,1
CHI-POSTFIRE-CHI-1874-020-N00,CHI-POSTFIRE-CHI-1874-020,Frederick Wacker House,canonical,0
CHI-POSTFIRE-CHI-1874-020-N01,CHI-POSTFIRE-CHI-1874-020,Wacker Residence,alternate,1
CHI-POSTFIRE-CHI-1874-021-N00,CHI-POSTFIRE-CHI-1874-021,Charles H. Wacker House / former coach house,canonical,0
CHI-POSTFIRE-CHI-1874-021-N01,CHI-POSTFIRE-CHI-1874-021,Charles Wacker House,alternate,1
CHI-POSTFIRE-CHI-1874-022-N00,CHI-POSTFIRE-CHI-1874-022,Farragut Boat Club clubhouse at Thirteenth Street,canonical,0
CHI-POSTFIRE-CHI-1874-022-N01,CHI-POSTFIRE-CHI-1874-022,Farragut Boat Club second boathouse,alternate,1
CHI-POSTFIRE-CHI-1874-023-N00,CHI-POSTFIRE-CHI-1874-023,Adelphi Theatre conversion,canonical,0
CHI-POSTFIRE-CHI-1874-023-N01,CHI-POSTFIRE-CHI-1874-023,Aiken's Theatre,alternate,1
CHI-POSTFIRE-CHI-1874-023-N02,CHI-POSTFIRE-CHI-1874-023,The Adelphi,alternate,2
CHI-POSTFIRE-CHI-1874-024-N00,CHI-POSTFIRE-CHI-1874-024,Holy Name Cathedral construction,canonical,0
CHI-POSTFIRE-CHI-1874-024-N01,CHI-POSTFIRE-CHI-1874-024,Cathedral of the Holy Name,alternate,1
CHI-POSTFIRE-CHI-1874-025-N00,CHI-POSTFIRE-CHI-1874-025,Calumet & Chicago Canal & Dock Company railroad grading and track,canonical,0
CHI-POSTFIRE-CHI-1874-025-N01,CHI-POSTFIRE-CHI-1874-025,Calumet harbor connecting railroad,alternate,1
CHI-POSTFIRE-CHI1875-001-N00,CHI-POSTFIRE-CHI1875-001,Holy Name Cathedral,canonical,0
CHI-POSTFIRE-CHI1875-001-N01,CHI-POSTFIRE-CHI1875-001,Cathedral of the Holy Name,alternate,1
CHI-POSTFIRE-CHI1875-002-N00,CHI-POSTFIRE-CHI1875-002,St. James's Episcopal Church reconstruction,canonical,0
CHI-POSTFIRE-CHI1875-002-N01,CHI-POSTFIRE-CHI1875-002,St. James Church,alternate,1
CHI-POSTFIRE-CHI1875-002-N02,CHI-POSTFIRE-CHI1875-002,St. James Cathedral,alternate,2
CHI-POSTFIRE-CHI1875-003-N00,CHI-POSTFIRE-CHI1875-003,Chicago Avenue Church construction,canonical,0
CHI-POSTFIRE-CHI1875-003-N01,CHI-POSTFIRE-CHI1875-003,Moody's Church,alternate,1
CHI-POSTFIRE-CHI1875-003-N02,CHI-POSTFIRE-CHI1875-003,Chicago Avenue Church,alternate,2
CHI-POSTFIRE-CHI1875-004-N00,CHI-POSTFIRE-CHI1875-004,First Baptist Church at Thirty-first Street,canonical,0
CHI-POSTFIRE-CHI1875-004-N01,CHI-POSTFIRE-CHI1875-004,First Baptist Church,alternate,1
CHI-POSTFIRE-CHI1875-004-N02,CHI-POSTFIRE-CHI1875-004,later Olivet Baptist Church,alternate,2
CHI-POSTFIRE-CHI1875-005-N00,CHI-POSTFIRE-CHI1875-005,All Saints Catholic parish first edifice,canonical,0
CHI-POSTFIRE-CHI1875-005-N01,CHI-POSTFIRE-CHI1875-005,All Saints Church first building,alternate,1
CHI-POSTFIRE-CHI1875-005-N02,CHI-POSTFIRE-CHI1875-005,later parish school,alternate,2
CHI-POSTFIRE-CHI1875-006-N00,CHI-POSTFIRE-CHI1875-006,St. Patrick's boys' school building,canonical,0
CHI-POSTFIRE-CHI1875-006-N01,CHI-POSTFIRE-CHI1875-006,St. Patrick's male school,alternate,1
CHI-POSTFIRE-CHI1875-006-N02,CHI-POSTFIRE-CHI1875-006,St. Patrick's Commercial Academy phase,alternate,2
CHI-POSTFIRE-CHI1875-007-N00,CHI-POSTFIRE-CHI1875-007,Kehillath Anshe Maarabh Temple,canonical,0
CHI-POSTFIRE-CHI1875-007-N01,CHI-POSTFIRE-CHI1875-007,KAM Temple,alternate,1
CHI-POSTFIRE-CHI1875-007-N02,CHI-POSTFIRE-CHI1875-007,Kehilath Anshe Mayriv synagogue,alternate,2
CHI-POSTFIRE-CHI1875-008-N00,CHI-POSTFIRE-CHI1875-008,Sinai Temple construction,canonical,0
CHI-POSTFIRE-CHI1875-008-N01,CHI-POSTFIRE-CHI1875-008,Chicago Sinai Congregation Temple,alternate,1
CHI-POSTFIRE-CHI1875-009-N00,CHI-POSTFIRE-CHI1875-009,Centennial Baptist Church construction,canonical,0
CHI-POSTFIRE-CHI1875-009-N01,CHI-POSTFIRE-CHI1875-009,Centennial Church,alternate,1
CHI-POSTFIRE-CHI1875-010-N00,CHI-POSTFIRE-CHI1875-010,James Ward Public School original section,canonical,0
CHI-POSTFIRE-CHI1875-010-N01,CHI-POSTFIRE-CHI1875-010,Ward J School,alternate,1
CHI-POSTFIRE-CHI1875-011-N00,CHI-POSTFIRE-CHI1875-011,Cook County Hospital two medical pavilions,canonical,0
CHI-POSTFIRE-CHI1875-011-N01,CHI-POSTFIRE-CHI1875-011,Cook County Hospital pavilion pair,alternate,1
CHI-POSTFIRE-CHI1875-012-N00,CHI-POSTFIRE-CHI1875-012,McCormick Double House,canonical,0
CHI-POSTFIRE-CHI1875-012-N01,CHI-POSTFIRE-CHI1875-012,Robert Hall McCormick House,alternate,1
CHI-POSTFIRE-CHI1875-012-N02,CHI-POSTFIRE-CHI1875-012,Leander James McCormick House,alternate,2
CHI-POSTFIRE-CHI1875-013-N00,CHI-POSTFIRE-CHI1875-013,Cyrus Hall McCormick mansion,canonical,0
CHI-POSTFIRE-CHI1875-013-N01,CHI-POSTFIRE-CHI1875-013,Cyrus McCormick Mansion,alternate,1
CHI-POSTFIRE-CHI1875-014-N00,CHI-POSTFIRE-CHI1875-014,Emmel Building,canonical,0
CHI-POSTFIRE-CHI1875-014-N01,CHI-POSTFIRE-CHI1875-014,Peter Emmel store and flat,alternate,1
CHI-POSTFIRE-CHI1875-015-N00,CHI-POSTFIRE-CHI1875-015,William Waller House,canonical,0
CHI-POSTFIRE-CHI1875-015-N01,CHI-POSTFIRE-CHI1875-015,Palette and Chisel Academy building,alternate,1
CHI-POSTFIRE-CHI1875-016-N00,CHI-POSTFIRE-CHI1875-016,Haskell Building,canonical,0
CHI-POSTFIRE-CHI1875-016-N01,CHI-POSTFIRE-CHI1875-016,Haskell loft building,alternate,1
CHI-POSTFIRE-CHI1875-016-N02,CHI-POSTFIRE-CHI1875-016,Building A,alternate,2
CHI-POSTFIRE-CHI1875-017-N00,CHI-POSTFIRE-CHI1875-017,Barker Building,canonical,0
CHI-POSTFIRE-CHI1875-017-N01,CHI-POSTFIRE-CHI1875-017,Barker loft building,alternate,1
CHI-POSTFIRE-CHI1875-017-N02,CHI-POSTFIRE-CHI1875-017,Building B,alternate,2
CHI-POSTFIRE-CHI1875-018-N00,CHI-POSTFIRE-CHI1875-018,Albert E. Kent Building,canonical,0
CHI-POSTFIRE-CHI1875-018-N01,CHI-POSTFIRE-CHI1875-018,Kent Building,alternate,1
CHI-POSTFIRE-CHI1875-018-N02,CHI-POSTFIRE-CHI1875-018,Lake-Franklin Group building,alternate,2
CHI-POSTFIRE-CHI1875-019-N00,CHI-POSTFIRE-CHI1875-019,Union Stock Yard Gate,canonical,0
CHI-POSTFIRE-CHI1875-019-N01,CHI-POSTFIRE-CHI1875-019,Old Stone Gate of Chicago Union Stockyards,alternate,1
CHI-POSTFIRE-CHI1875-020-N00,CHI-POSTFIRE-CHI1875-020,Union Stock Yard post-office building,canonical,0
CHI-POSTFIRE-CHI1875-020-N01,CHI-POSTFIRE-CHI1875-020,Stock Yards post office,alternate,1
CHI-POSTFIRE-CHI1875-021-N00,CHI-POSTFIRE-CHI1875-021,Daily Drover's Journal printing house,canonical,0
CHI-POSTFIRE-CHI1875-021-N01,CHI-POSTFIRE-CHI1875-021,Union Stock Yard printing-house,alternate,1
CHI-POSTFIRE-CHI1875-022-N00,CHI-POSTFIRE-CHI1875-022,Baltimore and Ohio Railroad freight warehouse,canonical,0
CHI-POSTFIRE-CHI1875-022-N01,CHI-POSTFIRE-CHI1875-022,B&O brick freight warehouse,alternate,1
CHI-POSTFIRE-CHI1875-023-N00,CHI-POSTFIRE-CHI1875-023,Chicago and Pacific Elevator A,canonical,0
CHI-POSTFIRE-CHI1875-023-N01,CHI-POSTFIRE-CHI1875-023,Chicago & Pacific Elevator A,alternate,1
CHI-POSTFIRE-CHI1875-024-N00,CHI-POSTFIRE-CHI1875-024,Madison Street bridge reconstruction,canonical,0
CHI-POSTFIRE-CHI1875-024-N01,CHI-POSTFIRE-CHI1875-024,Madison-street bridge,alternate,1
CHI-POSTFIRE-CHI1875-025-N00,CHI-POSTFIRE-CHI1875-025,Chicago bridge-house construction program,canonical,0
CHI-POSTFIRE-CHI1875-025-N01,CHI-POSTFIRE-CHI1875-025,1875 brick bridge houses,alternate,1
CHI-POSTFIRE-CHI1875-026-N00,CHI-POSTFIRE-CHI1875-026,Blue Island Avenue viaduct construction,canonical,0
CHI-POSTFIRE-CHI1875-026-N01,CHI-POSTFIRE-CHI1875-026,Blue Island Avenue-Throop Street viaduct,alternate,1
CHI-POSTFIRE-CHI1875-027-N00,CHI-POSTFIRE-CHI1875-027,Harrison Street bridge construction,canonical,0
CHI-POSTFIRE-CHI1875-027-N01,CHI-POSTFIRE-CHI1875-027,Harrison-street bridge,alternate,1
CHI-POSTFIRE-CHI1875-028-N00,CHI-POSTFIRE-CHI1875-028,Main Street bridge main-structure rebuild,canonical,0
CHI-POSTFIRE-CHI1875-028-N01,CHI-POSTFIRE-CHI1875-028,Main-street bridge,alternate,1
CHI-POSTFIRE-CHI1875-029-N00,CHI-POSTFIRE-CHI1875-029,Bemis and McAvoy brewery ice house,canonical,0
CHI-POSTFIRE-CHI1875-029-N01,CHI-POSTFIRE-CHI1875-029,1875 west-side ice house,alternate,1
CHI-POSTFIRE-CHI1875-029-N02,CHI-POSTFIRE-CHI1875-029,Downer and Bemis Brewing Company ice house,alternate,2
CHI-POSTFIRE-CHI1875-030-N00,CHI-POSTFIRE-CHI1875-030,New Adelphi Theatre conversion,canonical,0
CHI-POSTFIRE-CHI1875-030-N01,CHI-POSTFIRE-CHI1875-030,New Adelphi,alternate,1
CHI-POSTFIRE-CHI1875-030-N02,CHI-POSTFIRE-CHI1875-030,Haverly's Theatre,alternate,2
CHI-POSTFIRE-CHI1875-031-N00,CHI-POSTFIRE-CHI1875-031,Burling Row House District,canonical,0
CHI-POSTFIRE-CHI1875-031-N01,CHI-POSTFIRE-CHI1875-031,Burling Street row houses,alternate,1
CHI-POSTFIRE-CHI1875-032-N00,CHI-POSTFIRE-CHI1875-032,Fremont Row House District,canonical,0
CHI-POSTFIRE-CHI1875-032-N01,CHI-POSTFIRE-CHI1875-032,Fremont Street row houses,alternate,1
CHI-POSTFIRE-CHI1875-033-N00,CHI-POSTFIRE-CHI1875-033,Lincoln Avenue Row House District,canonical,0
CHI-POSTFIRE-CHI1875-033-N01,CHI-POSTFIRE-CHI1875-033,Andrew McNally row houses,alternate,1
CHI-POSTFIRE-CHI1875-034-N00,CHI-POSTFIRE-CHI1875-034,DuPont-Whitehouse House,canonical,0
CHI-POSTFIRE-CHI1875-034-N01,CHI-POSTFIRE-CHI1875-034,Junot Whitehouse House,alternate,1
CHI-POSTFIRE-CHI1875-035-N00,CHI-POSTFIRE-CHI1875-035,Ogden Canal bridge,canonical,0
CHI-POSTFIRE-CHI1875-035-N01,CHI-POSTFIRE-CHI1875-035,Bridge over Ogden Canal,alternate,1
CHI-POSTFIRE-CHI1875-036-N00,CHI-POSTFIRE-CHI1875-036,Randolph Street bridge,canonical,0
CHI-POSTFIRE-CHI1875-036-N01,CHI-POSTFIRE-CHI1875-036,Randolph-street bridge,alternate,1
CHI-POSTFIRE-CHI1875-037-N00,CHI-POSTFIRE-CHI1875-037,Fullerton Avenue pile bridge,canonical,0
CHI-POSTFIRE-CHI1875-037-N01,CHI-POSTFIRE-CHI1875-037,Fullerton-avenue bridge,alternate,1
CHI-POSTFIRE-CHI1875-038-N00,CHI-POSTFIRE-CHI1875-038,North Halsted Street railroad viaduct,canonical,0
CHI-POSTFIRE-CHI1875-038-N01,CHI-POSTFIRE-CHI1875-038,North Halsted viaduct,alternate,1
CHI-POSTFIRE-CHI1876-001-N00,CHI-POSTFIRE-CHI1876-001,Blue Island Avenue viaduct,canonical,0
CHI-POSTFIRE-CHI1876-001-N01,CHI-POSTFIRE-CHI1876-001,Blue Island Avenue-Throop Street viaduct,alternate,1
CHI-POSTFIRE-CHI1876-002-N00,CHI-POSTFIRE-CHI1876-002,Milwaukee Avenue viaduct,canonical,0
CHI-POSTFIRE-CHI1876-002-N01,CHI-POSTFIRE-CHI1876-002,Milwaukee Avenue railroad viaduct,alternate,1
CHI-POSTFIRE-CHI1876-003-N00,CHI-POSTFIRE-CHI1876-003,Fuller Street Bridge destruction,canonical,0
CHI-POSTFIRE-CHI1876-003-N01,CHI-POSTFIRE-CHI1876-003,Fuller Street wooden bridge,alternate,1
CHI-POSTFIRE-CHI1876-004-N00,CHI-POSTFIRE-CHI1876-004,West Division Pumping Works extension project,canonical,0
CHI-POSTFIRE-CHI1876-004-N01,CHI-POSTFIRE-CHI1876-004,West Side Pumping Works extension,alternate,1
CHI-POSTFIRE-CHI1876-005-N00,CHI-POSTFIRE-CHI1876-005,Cook County Hospital clinical amphitheater and corridors,canonical,0
CHI-POSTFIRE-CHI1876-005-N01,CHI-POSTFIRE-CHI1876-005,Cook County Hospital amphitheater phase,alternate,1
CHI-POSTFIRE-CHI1876-006-N00,CHI-POSTFIRE-CHI1876-006,St. Patrick's Female Academy,canonical,0
CHI-POSTFIRE-CHI1876-006-N01,CHI-POSTFIRE-CHI1876-006,St. Patrick's girls' school,alternate,1
CHI-POSTFIRE-CHI1876-006-N02,CHI-POSTFIRE-CHI1876-006,St. Patrick's female school,alternate,2
CHI-POSTFIRE-CHI1876-007-N00,CHI-POSTFIRE-CHI1876-007,St. Michael's clergy house reconstruction,canonical,0
CHI-POSTFIRE-CHI1876-007-N01,CHI-POSTFIRE-CHI1876-007,St. Michael's parsonage restoration,alternate,1
CHI-POSTFIRE-CHI1876-008-N00,CHI-POSTFIRE-CHI1876-008,St. Joseph's Catholic Church construction,canonical,0
CHI-POSTFIRE-CHI1876-008-N01,CHI-POSTFIRE-CHI1876-008,St. Joseph Church,alternate,1
CHI-POSTFIRE-CHI1876-009-N00,CHI-POSTFIRE-CHI1876-009,St. Joseph's Home initial construction,canonical,0
CHI-POSTFIRE-CHI1876-009-N01,CHI-POSTFIRE-CHI1876-009,St. Joseph's Home for the Friendless,alternate,1
CHI-POSTFIRE-CHI1876-009-N02,CHI-POSTFIRE-CHI1876-009,industrial school and refuge,alternate,2
CHI-POSTFIRE-CHI1876-010-N00,CHI-POSTFIRE-CHI1876-010,Jefferson Park Presbyterian Church construction,canonical,0
CHI-POSTFIRE-CHI1876-010-N01,CHI-POSTFIRE-CHI1876-010,Jefferson Park Presbyterian Church,alternate,1
CHI-POSTFIRE-CHI1876-011-N00,CHI-POSTFIRE-CHI1876-011,New England Congregational Church reconstruction,canonical,0
CHI-POSTFIRE-CHI1876-011-N01,CHI-POSTFIRE-CHI1876-011,New England Church,alternate,1
CHI-POSTFIRE-CHI1876-012-N00,CHI-POSTFIRE-CHI1876-012,Centennial Baptist Church,canonical,0
CHI-POSTFIRE-CHI1876-012-N01,CHI-POSTFIRE-CHI1876-012,Centennial Church,alternate,1
CHI-POSTFIRE-CHI1876-013-N00,CHI-POSTFIRE-CHI1876-013,Sinai Temple,canonical,0
CHI-POSTFIRE-CHI1876-013-N01,CHI-POSTFIRE-CHI1876-013,Chicago Sinai Congregation Temple,alternate,1
CHI-POSTFIRE-CHI1876-014-N00,CHI-POSTFIRE-CHI1876-014,St. James's Episcopal Church chime,canonical,0
CHI-POSTFIRE-CHI1876-014-N01,CHI-POSTFIRE-CHI1876-014,St. James memorial chime,alternate,1
CHI-POSTFIRE-CHI1876-015-N00,CHI-POSTFIRE-CHI1876-015,St. Paul's Catholic Church first frame building remodel,canonical,0
CHI-POSTFIRE-CHI1876-015-N01,CHI-POSTFIRE-CHI1876-015,St. Paul Church first edifice,alternate,1
CHI-POSTFIRE-CHI1876-016-N00,CHI-POSTFIRE-CHI1876-016,St. John's Catholic Church bell installation,canonical,0
CHI-POSTFIRE-CHI1876-016-N01,CHI-POSTFIRE-CHI1876-016,St. John Church bell,alternate,1
CHI-POSTFIRE-CHI1876-017-N00,CHI-POSTFIRE-CHI1876-017,DuPont-Whitehouse House,canonical,0
CHI-POSTFIRE-CHI1876-017-N01,CHI-POSTFIRE-CHI1876-017,Junot Whitehouse House,alternate,1
CHI-POSTFIRE-CHI1876-018-N00,CHI-POSTFIRE-CHI1876-018,George M. Pullman Residence initial construction,canonical,0
CHI-POSTFIRE-CHI1876-018-N01,CHI-POSTFIRE-CHI1876-018,Pullman Mansion,alternate,1
CHI-POSTFIRE-CHI1876-019-N00,CHI-POSTFIRE-CHI1876-019,William Waller House,canonical,0
CHI-POSTFIRE-CHI1876-019-N01,CHI-POSTFIRE-CHI1876-019,Palette and Chisel Academy building,alternate,1
CHI-POSTFIRE-CHI1876-020-N00,CHI-POSTFIRE-CHI1876-020,First Chicago Club Building,canonical,0
CHI-POSTFIRE-CHI1876-020-N01,CHI-POSTFIRE-CHI1876-020,Chicago Club first permanent clubhouse,alternate,1
CHI-POSTFIRE-CHI1876-021-N00,CHI-POSTFIRE-CHI1876-021,Moody and Sankey Tabernacle,canonical,0
CHI-POSTFIRE-CHI1876-021-N01,CHI-POSTFIRE-CHI1876-021,Monroe Street Tabernacle,alternate,1
CHI-POSTFIRE-CHI1876-022-N00,CHI-POSTFIRE-CHI1876-022,Bemis and McAvoy brewery 1876 ice house,canonical,0
CHI-POSTFIRE-CHI1876-022-N01,CHI-POSTFIRE-CHI1876-022,Fourth west-side brewery ice house,alternate,1
CHI-POSTFIRE-CHI1876-023-N00,CHI-POSTFIRE-CHI1876-023,Michael Brand Brewery construction,canonical,0
CHI-POSTFIRE-CHI1876-023-N01,CHI-POSTFIRE-CHI1876-023,Michael Brand's brewery,alternate,1
CHI-POSTFIRE-CHI1876-023-N02,CHI-POSTFIRE-CHI1876-023,later United States Brewing Company Brand branch,alternate,2
CHI-POSTFIRE-CHI1876-024-N00,CHI-POSTFIRE-CHI1876-024,Sands House hotel conversion,canonical,0
CHI-POSTFIRE-CHI1876-024-N01,CHI-POSTFIRE-CHI1876-024,Clifton House site building,alternate,1
CHI-POSTFIRE-CHI1876-024-N02,CHI-POSTFIRE-CHI1876-024,Chicago Public Library quarters,alternate,2
CHI-POSTFIRE-CHI1876-025-N00,CHI-POSTFIRE-CHI1876-025,Anna House opening as New Delavan House,canonical,0
CHI-POSTFIRE-CHI1876-025-N01,CHI-POSTFIRE-CHI1876-025,New Delavan House,alternate,1
CHI-POSTFIRE-CHI1876-025-N02,CHI-POSTFIRE-CHI1876-025,later Anna House,alternate,2
CHI-POSTFIRE-CHI1876-026-N00,CHI-POSTFIRE-CHI1876-026,Lincoln Park Floating Hospital pier and shelter use,canonical,0
