year_record_id,canonical_name,alternate_names,year_started,year_completed,completion_precision,year_opened,year_demolished,demolition_precision,demolition_cause,status,address_historical,address_modern,latitude,longitude,building_type,original_use,architect_or_builder,owner_or_developer,structural_system,stories,height_ft,construction_or_event_type,predecessor_or_rebuild_of,postfire_code_context,notes,source_keys,confidence,needs_review
CHI1872-057,St. Patrick's Church,"Old St. Patrick's",,1872,phase,1872,,,,extant-altered,,,,,church,"Catholic worship",,"St. Patrick's parish",masonry,,,partial_completion_and_occupancy,,"Construction predated the Great Fire and site lay west of the principal burned district.","Basement, still in course of erection at the fire, first occupied in August 1872; 1873 interior work is a separate phase.",AND1886V3,high,true
CHI1872-058,St. Matthew's German Evangelical Lutheran Church,,1872,1872,year-only,1872,,,,demolished,"block between Twentieth, Twenty-first, Hoyne and Leavitt Streets",,,,church and school,"Lutheran worship and parochial school",,"St. Matthew's German Evangelical Lutheran Church","brick basement with frame upper story",2,,new_construction,,"Mixed brick/frame construction outside the principal fire limits; no ordinance-compliance inference.","Trustees erected the two-story church-school in 1872; later 1875 and 1882 school buildings are excluded from this phase.",AND1886V3,high,false
CHI1872-059,Chicago Society of the New Jerusalem West Division Church,"Swedenborgian church at Washington and Ogden",1872,1872,year-only,1872,,,,demolished,"Washington Boulevard and Ogden Avenue",,,,church,"Swedenborgian worship",,"Chicago Society of the New Jerusalem",masonry,,,new_construction,,"Outside the core burned business district; no direct fire-code claim.","Andreas calls it a commodious house of worship built in 1872; the society later sold the Ogden frontage in 1885.",AND1886V3,high,true
CHI1872-060,Church of the Messiah II,"Unitarian Church of the Messiah",1872,1873,exact,1873,,,,demolished,"Michigan Avenue and Twenty-third Street",,,,church,"Unitarian worship",,"Church of the Messiah","masonry church",,,foundation_phase,"Church of the Messiah property sold for commercial use after the fire","Foundation stone laid fall 1872; cornerstone May 13 and dedication November 16 1873.","Recorded as a foundation phase only; cost about $90,000 and seating about 800 upon completion.",AND1886V3,high,false
CHI1872-061,First Universalist Church II,"St. Paul's Universalist Church",1872,1873,year-only,1873,,,,demolished,"Michigan Avenue between Sixteenth and Eighteenth Streets",,,,church,"Universalist worship",,"First Universalist Church","solid stone; modern Gothic",,,construction_start,"First Universalist Church at Van Buren and Wabash lost in 1871 fire","Stone replacement farther south; direct ordinance evidence not located.","Construction began in 1872 and completed summer 1873; incomplete spire should not be counted as later separate building.",AND1886V3,high,false
CHI1872-062,St. James Episcopal Church Reconstruction,"St. James Church",1872,1875,year-only,1875,,,,extant-altered,"Cass Street at Huron Street",,,,church,"Episcopal worship",,"St. James Episcopal parish",masonry,,,construction_phase,"St. James church ruined in 1871 fire","Permanent reconstruction from surviving/ruined church fabric; work interrupted by 1873 financial crisis.","Rebuilding moved vigorously in 1872, stopped in 1873, resumed 1874, and first service in completed building occurred in 1875.",AND1886V3,high,true
CHI1872-063,St. Michael's Church Reconstruction,"St. Michael's Church",1871,1873,year-only,1873,,,,extant-altered,"North Side church lot",,,,church,"Catholic worship",,"St. Michael's parish","repaired masonry church",,,reconstruction_phase,"St. Michael's Church destroyed in 1871 fire","Major repair of fire-damaged church; direct code evidence not located.","Church repair was rapidly pushed at reported cost $40,000 while temporary worship continued; ready for occupancy fall 1873. Exact 1872 work fraction unknown.",AND1886V3,high,true
CHI1872-064,St. Michael's Clergy House,,1872,1876,year-only,1876,,,,extant-altered,"St. Michael's parish property",,,,clergy house,"clergy residence",,"St. Michael's parish",masonry,,,partial_reconstruction,"clergy house damaged in 1871 fire","Institutional fire reconstruction; direct ordinance evidence not located.","Partly restored in 1872 and completed in 1876; completion must not be assigned to 1872.",AND1886V3,high,false
CHI1872-065,Convent of the Immaculate Conception II,,1872,1872,year-only,1872,,,,demolished,"Franklin and Wieland Streets",,,,convent and school,"Dominican convent and school",,"Dominican Sisters of Sinsinawa","two-and-a-half-story building",2,,reconstruction,"convent and school destroyed in 1871 fire","Institutional replacement in the North Side fire area; material not established.","Dominican Sisters returned in 1872 and erected the building after Bishop Foley promised assistance; later adjoining parochial school excluded.",AND1886V3,high,true
CHI1872-066,Convent of Saints Benedict and Scholastica Home,"Benedictine Sisters' frame home",1871,1872,year-only,1872,,,,demolished,"corner North Market and Hill Streets",,,,convent home,"religious residence and school support",,"Benedictine Sisters","frame",,,reconstruction,"St. Joseph parish church and school destroyed in 1871 fire","Frame institutional rebuilding undertaken immediately after the fire; location and permission context need ordinance research.","Finished in 1872 and later enlarged with a brick rear addition in 1879; institution incorporated July 1 1872.",AND1886V3,high,true
CHI1872-067,C. L. Rice and Company Machine Shops and Warerooms,,1871,1872,year-only,1872,,,,demolished,"corner Canal and Harrison Streets",,,,factory and warehouse,"machinery shops and sales",,"C. L. Rice & Co.",masonry,,,reconstruction,"Dearborn/Madison machinery premises destroyed in 1871 fire","Industrial relocation west of the core burned district.","Construction began at once after the fire; occupied in fall 1872 and business sold to Kirkwood and Dunklee about then.",AND1886V3,high,false
CHI1872-068,Bournique Dancing Academy II,"Bournique's hall",1872,1872,exact,1872,,,,demolished,"Twenty-fourth Street between Michigan and Indiana Avenues",,,,dance academy,"dance instruction and assemblies",,"Bournique family","brick",,,new_construction,"downtown Bournique academy destroyed in 1871 fire","Brick replacement outside the core burned district.","Erected in summer 1872; capacity doubled in 1874. Not to be confused with the 1882-84 Twenty-third Street academy.",AND1886V3,high,false
CHI1872-069,Brachvogel Picture-Frame Factory,,1872,1872,year-only,1872,,,,demolished,"22-24 South Jefferson Street",,,,factory,"picture frames, mirrors and engravings",,Charles Brachvogel,masonry,,,new_construction,,"Industrial construction west of the core burned district; no direct fire-code evidence.","Andreas states Brachvogel built the factory structure occupied by the later company in 1872; street-number continuity should be checked against directories.",AND1886V3,high,true
CHI1872-070,Sawyer Livery Stables,,1872,1872,exact,1872,,,,demolished,"9-11 Third Avenue",,,,stable,"livery and boarding stable",,Joseph Sawyer,,,,new_construction,"Dutton & Sawyer stables/business disrupted by 1871 fire","Stable construction presented elevated fire risk; material and ordinance compliance are not given.","Built January 1872 and occupied by Sawyer's livery business.",AND1886V3,high,true
CHI1872-071,Bemis and McAvoy Brewery Ice House No. 1,,1872,1872,year-only,1872,,,,demolished,"west side South Park Avenue near Twenty-third Street",,,,ice house,"brewery ice storage",,"Bemis & McAvoy Brewing Company",masonry,,,addition,"Bemis and McAvoy brewery complex","Industrial addition outside principal burned core; no direct code claim.","One of a sequence of west-side ice houses explicitly dated 1872, 1874, 1875 and 1876; only the 1872 unit is recorded here.",AND1886V3,high,true
CHI1872-072,Bemis and McAvoy Brewery Addition,,1871,1872,range,1872,,,,demolished,"South Park Avenue near Twenty-third Street",,,,brewery,"beer production",,"Bemis & McAvoy Brewing Company",masonry,,,addition,"Bemis and McAvoy brewery complex","Industrial expansion outside principal burned core.","Large addition to brewery proper made in 1871-72; phase endpoint is recorded as 1872 but exact month unknown.",AND1886V3,high,true
CHI1872-073,Gottfried Brewery Ice House No. 1,,1872,1872,year-only,1872,,,,demolished,"corner Archer and Stewart Avenues",,,,ice house,"brewery ice storage",,Mathieu Gottfried,,,,addition,"Gottfried brewery complex","Industrial addition outside principal burned core.","Built in 1872; a second ice house belongs to 1879 and later brewery reconstruction to 1884-85.",AND1886V3,high,true
CHI1872-074,Chicago Water Works Reconstruction,,1871,1872,range,1872,,,,extant-altered,"Chicago Avenue pumping works",,,,waterworks,"municipal water pumping","Chief Engineer DeWitt Cregier","City of Chicago","masonry shell repaired; iron roof substituted",,,reconstruction,"Chicago Water Works fire-damaged October 1871","Iron roof replaced the combustible covering; Andreas reports total repair-related cost about $248,410 including system losses.","Machine shop reconstructed, engines returned to service, hydrants/meters repaired and iron roof installed during first post-fire year; treated as a complex phase.",AND1886V3,high,false
CHI1872-075,Second Chicago Lake Tunnel,"new lake tunnel to crib and southwest pumping works",1872,1874,exact,1874,,,,extant-altered,"shore end at Chicago Water Works; lake crib; planned cross-city extension to Canal A",,,,water tunnel,"municipal water supply","DeWitt Cregier; Steel & McMahon contractors","City of Chicago","subaqueous tunnel",,,construction_start,,"Municipal water infrastructure; building-code context not applicable.","Contract work commenced July 12 1872 at shore end and October 2 at crib end; completion deadline July 1 1874.",AND1886V3,high,false
CHI1872-076,Cregier Pumping Engine at Chicago Water Works,"1872 waterworks engine",1872,1872,exact,1872,,,,removed,"Chicago Avenue pumping works",,,,pumping engine,"municipal water supply","DeWitt Cregier; Knapp Fort Pitt Foundry Works","City of Chicago","70-inch steam cylinders; three boilers",,,infrastructure_installation,"Chicago Water Works mechanical plant","Post-fire capacity and resilience upgrade; building-code context not applicable.","Completed and started November 27 1872 through a 36-inch main; engine and boilers cost $188,400.",AND1886V3,high,false
CHI1872-077,State Street Viaduct Reconstruction,,1871,1872,range,1872,,,,replaced,"State Street",,,,viaduct,"transportation infrastructure",,"City of Chicago",,,,reconstruction,"State Street viaduct rendered impassable in 1871 fire","Municipal infrastructure funded partly through Illinois canal-refund appropriation.","One of three named viaducts repaired immediately and completed within one year of the fire.",AND1886V3,high,false
CHI1872-078,Clark Street Viaduct Reconstruction,,1871,1872,range,1872,,,,replaced,"Clark Street",,,,viaduct,"transportation infrastructure",,"City of Chicago",,,,reconstruction,"Clark Street viaduct rendered impassable in 1871 fire","Municipal infrastructure funded partly through Illinois canal-refund appropriation.","One of three named viaducts repaired immediately and completed within one year of the fire.",AND1886V3,high,false
CHI1872-079,Wells Street Viaduct Reconstruction,,1871,1872,range,1872,,,,replaced,"Wells Street",,,,viaduct,"transportation infrastructure",,"City of Chicago",,,,reconstruction,"Wells Street viaduct rendered impassable in 1871 fire","Municipal infrastructure funded partly through Illinois canal-refund appropriation.","One of three named viaducts repaired immediately and completed within one year of the fire.",AND1886V3,high,false
CHI1872-080,Rush Street Bridge Reconstruction,,1871,1872,range,1872,,,,replaced,"Rush Street crossing Chicago River",,,,movable bridge,"transportation infrastructure",,"City of Chicago",,,,reconstruction,"Rush Street bridge rendered impassable in 1871 fire","Municipal infrastructure funded partly through Illinois canal-refund appropriation.","One of eight named bridges repaired immediately and completed within one year of the fire.",AND1886V3,high,false
CHI1872-081,State Street Bridge Reconstruction,,1871,1872,range,1872,,,,replaced,"State Street crossing Chicago River",,,,movable bridge,"transportation infrastructure",,"City of Chicago",,,,reconstruction,"State Street bridge rendered impassable in 1871 fire","Municipal infrastructure funded partly through Illinois canal-refund appropriation.","One of eight named bridges repaired immediately and completed within one year of the fire.",AND1886V3,high,false
CHI1872-082,Clark Street Bridge Reconstruction,,1871,1872,range,1872,,,,replaced,"Clark Street crossing Chicago River",,,,movable bridge,"transportation infrastructure",,"City of Chicago",,,,reconstruction,"Clark Street bridge rendered impassable in 1871 fire","Municipal infrastructure funded partly through Illinois canal-refund appropriation.","One of eight named bridges repaired immediately and completed within one year of the fire.",AND1886V3,high,false
CHI1872-083,Wells Street Bridge Reconstruction,,1871,1872,range,1872,,,,replaced,"Wells Street crossing Chicago River",,,,movable bridge,"transportation infrastructure",,"City of Chicago",,,,reconstruction,"Wells Street bridge rendered impassable in 1871 fire","Municipal infrastructure funded partly through Illinois canal-refund appropriation.","One of eight named bridges repaired immediately and completed within one year of the fire.",AND1886V3,high,false
CHI1872-084,Chicago Avenue Bridge Reconstruction,,1871,1872,range,1872,,,,replaced,"Chicago Avenue crossing North Branch",,,,movable bridge,"transportation infrastructure",,"City of Chicago",,,,reconstruction,"Chicago Avenue bridge rendered impassable in 1871 fire","Municipal infrastructure funded partly through Illinois canal-refund appropriation.","One of eight named bridges repaired immediately and completed within one year of the fire.",AND1886V3,high,false
CHI1872-085,Adams Street Bridge Reconstruction,,1871,1872,range,1872,,,,replaced,"Adams Street crossing South Branch",,,,movable bridge,"transportation infrastructure",,"City of Chicago",,,,reconstruction,"Adams Street bridge rendered impassable in 1871 fire","Municipal infrastructure funded partly through Illinois canal-refund appropriation.","One of eight named bridges repaired immediately and completed within one year of the fire.",AND1886V3,high,false
CHI1872-086,Van Buren Street Bridge Reconstruction,,1871,1872,range,1872,,,,replaced,"Van Buren Street crossing South Branch",,,,movable bridge,"transportation infrastructure",,"City of Chicago",,,,reconstruction,"Van Buren Street bridge rendered impassable in 1871 fire","Municipal infrastructure funded partly through Illinois canal-refund appropriation.","One of eight named bridges repaired immediately and completed within one year of the fire.",AND1886V3,high,false
CHI1872-087,Polk Street Bridge Reconstruction,,1871,1872,range,1872,,,,replaced,"Polk Street crossing South Branch",,,,movable bridge,"transportation infrastructure",,"City of Chicago",,,,reconstruction,"Polk Street bridge rendered impassable in 1871 fire","Municipal infrastructure funded partly through Illinois canal-refund appropriation.","One of eight named bridges repaired immediately and completed within one year of the fire.",AND1886V3,high,false
CHI1872-088,Aiken's Theatre II,"New Aiken's Theatre",1872,1872,exact,1872,,,,demolished,,,,,theater,"theater and concert venue",,James Aiken,,,,new_construction,"Aiken's Theatre lost in 1871 fire","Entertainment replacement after the fire; address and construction material unresolved.","Opened October 7 1872 with a series of concerts; Andreas supports opening but fuller building description requires theater-history follow-up.",AND1886V3,medium,true
CHI1872-089,Central European Hotel II,,1872,1872,approximate,1872,,,,demolished,"East Water Street",,,,hotel,hotel,,Caesar Pirrung,brick masonry,,,reconstruction,"Central European Hotel destroyed in 1871 fire; temporary frame shanty","Brick replacement following an immediate temporary frame shanty; fire-limit status requires historic parcel review.","Andreas OCR says the temporary shanty was replaced 'next year' by the present brick structure; interpreted as 1872 but flagged for scan verification.",AND1886V3,medium,true
