ticket,person_id,person_name,query,date_searched,result,result_summary,sources_returned
T-0442,farren_dean,Dean Farren,"""Dean Farren"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,benn_eli,Eli Benn,"""Eli Benn"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,benn_eli,Eli Benn,"""Eli Benn"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,spalding_franklin,Franklin Spalding,"""Franklin Spalding"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,spalding_franklin,Franklin Spalding,"""Franklin Spalding"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,vanderbogart_h,H. Vanderbogart,"""H. Vanderbogart"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,vanderbogart_h,H. Vanderbogart,"""H. Vanderbogart"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,eager_hiram,Hiram Eager,"""Hiram Eager"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,eager_hiram,Hiram Eager,"""Hiram Eager"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,langer_jacob,Jacob Langer,"""Jacob Langer"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,langer_jacob,Jacob Langer,"""Jacob Langer"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,mcfadden_james,James McFadden,"""James McFadden"" Chicago 1835",2026-08-31,found,"A La Salle County history supplies a competing James McFadden in northern Illinois, but places his activity at Dayton and Galena rather than Chicago. It is retained as a conflict, not merged.",lasalle_history_james_mcfadden
T-0442,mcfadden_james,James McFadden,"""James McFadden"" Illinois genealogy",2026-08-31,found,"A La Salle County history supplies a competing James McFadden in northern Illinois, but places his activity at Dayton and Galena rather than Chicago. It is retained as a conflict, not merged.",lasalle_history_james_mcfadden
T-0442,holder_jesse,Jesse Holder,"""Jesse Holder"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,holder_jesse,Jesse Holder,"""Jesse Holder"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,musgrave_john,John Musgrave,"""John Musgrave"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,musgrave_john,John Musgrave,"""John Musgrave"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,folliott_jonathan,Jonathan Folliott,"""Jonathan Folliott"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,folliott_jonathan,Jonathan Folliott,"""Jonathan Folliott"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,kinsey_joshua,Joshua Kinsey,"""Joshua Kinsey"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,kinsey_joshua,Joshua Kinsey,"""Joshua Kinsey"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,albyn_lucius_b,Lucius B. Albyn,"""Lucius B. Albyn"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,albyn_lucius_b,Lucius B. Albyn,"""Lucius B. Albyn"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,cutler_morris,Morris Cutler,"""Morris Cutler"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,cutler_morris,Morris Cutler,"""Morris Cutler"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,stephens_s,Mrs. S. Stephens,"""Mrs. S. Stephens"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,stephens_s,Mrs. S. Stephens,"""Mrs. S. Stephens"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,chauncy_orange,Orange Chauncy,"""Orange Chauncy"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,chauncy_orange,Orange Chauncy,"""Orange Chauncy"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,howley_pierce,Pierce Howley,"""Pierce Howley"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,howley_pierce,Pierce Howley,"""Pierce Howley"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,westover_roy_k,Roy K. Westover,"""Roy K. Westover"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,westover_roy_k,Roy K. Westover,"""Roy K. Westover"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,stuart_samuel,Samuel Stuart,"""Samuel Stuart"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,stuart_samuel,Samuel Stuart,"""Samuel Stuart"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,renwick_theophilus,Theophilus Renwick,"""Theophilus Renwick"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,renwick_theophilus,Theophilus Renwick,"""Theophilus Renwick"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,conter_willard,Willard Conter,"""Willard Conter"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,conter_willard,Willard Conter,"""Willard Conter"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,loring_wm,Wm. Loring,"""Wm. Loring"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,loring_wm,Wm. Loring,"""Wm. Loring"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
